complete_sentence,question_text,english_translation,hint,alternate_correct_responses,option_a,option_b,option_c,option_d,correct_option,cefr_level,topic,explanation,resource
"La sera, spesso leggo un libro prima di dormire.","La sera, ___ leggo un libro prima di dormire.","In the evening, I often read a book before sleeping.",,,mai,spesso,presto,tardi,B,A2,Routine Quotidiana Dettagliata (vocabolario),"This question tests adverbs of frequency used to describe routines. 'Spesso' means 'often' and fits the context of a regular evening habit. 'Presto' (early) and 'tardi' (late) are adverbs of time, but they don't describe frequency.",https://www.lawlessitalian.com/vocabulary/adverbs-of-frequency/
Sul tavolo ci sono delle penne e una matita.,Sul tavolo ci sono ___ penne e una matita.,On the table there are some pens and a pencil.,,alcune,le,una,delle,la,C,A2,Confronto Articoli,"To express an unspecified quantity ('some') with a plural noun, the partitive article is used. For the feminine plural noun 'penne', the correct partitive is 'delle' (di + le). 'Le' would mean 'the specific pens'.",https://www.lawlessitalian.com/grammar/articles/partitive-articles/
Chi ha scritto questa lettera?,Chi ha ___ questa lettera?,Who wrote this letter?,,,scrivuto,scritta,scritto,scrivere,C,A2,Participio Passato (irregolari frequenti),The verb 'scrivere' (to write) has an irregular past participle. The correct form for the 'passato prossimo' is 'scritto'. 'Scrivuto' is a common but incorrect hyper-regularization.,https://www.lawlessitalian.com/grammar/past-participle/
Ti è piaciuto il film di ieri sera?,___ è piaciuto il film di ieri sera?,Did you like last night's movie?,,Le è piaciuto il film di ieri sera?,Te,Ti,Tu,Tuo,B,A2,"Piacere (con pronomi, passato)","The verb 'piacere' requires an indirect object pronoun to indicate the person who likes something. To ask 'did you like' (informal, singular), the pronoun 'ti' is used before the conjugated verb.",https://www.lawlessitalian.com/grammar/verbs/verbs-like-piacere/
"Da bambino, mio nonno mi raccontava sempre delle storie fantastiche.","Da bambino, mio nonno mi ___ sempre delle storie fantastiche.","As a child, my grandfather always used to tell me fantastic stories.",,,ha raccontato,racconta,raccontava,racconterà,C,A2,Ricordi (narrazione semplice),The imperfect tense ('imperfetto') is used to describe habitual or repeated actions in the past. The adverb 'sempre' (always) indicates a habit. The correct third-person singular imperfect conjugation of 'raccontare' for 'mio nonno' is 'raccontava'.,https://www.lawlessitalian.com/grammar/imperfect/
"Scusi, quanto costa quella sciarpa blu in vetrina?","Scusi, ___ costa quella sciarpa blu in vetrina?","Excuse me, how much does that blue scarf in the window cost?",,,quanto,quale,come,quando,A,A2,Shopping (vocabolario),"To ask for the price of something, the interrogative adverb 'quanto' is used. 'Quanto costa?' literally means 'How much does it cost?'.",https://www.lawlessitalian.com/vocabulary/shopping/
Mia cugina Anna ha i capelli corti e biondi.,Mia cugina Anna ha i capelli ___ e biondi.,"My cousin Anna has short, blond hair.",,,corta,corto,corte,corti,D,A2,Descrizioni Fisiche e del Carattere (vocabolario),"Adjectives in Italian must agree in gender and number with the noun they describe. 'Capelli' (hair) is a masculine plural noun, so the adjective must also be in the masculine plural form, which is 'corti'.",https://www.lawlessitalian.com/grammar/adjectives/
"Scusa il ritardo, ma non ho preso l'autobus giusto.","Scusa il ritardo, ma non ho ___ l'autobus giusto.","Sorry for the delay, but I didn't take the right bus.",,,prenduto,preso,prendere,prendo,B,A2,Participio Passato (irregolari frequenti),"The sentence is in the 'passato prossimo' tense, which requires an auxiliary verb ('ho') and a past participle. The verb 'prendere' (to take) has an irregular past participle, which is 'preso'.",https://www.lawlessitalian.com/grammar/verbs/irregular-past-participles/
Ti va di venire al parco con me più tardi?,Ti va di ___ al parco con me più tardi?,Do you feel like coming to the park with me later?,,andare,vieni,vengo,venire,viene,C,A2,"Programmi (piani futuri, inviti)",The expression 'avere voglia di' or 'andare di' (to feel like) is followed by a verb in the infinitive. The correct form here is the infinitive 'venire'.,https://www.lawlessitalian.com/grammar/verbs/avere-expressions/
La mattina mi alzo presto e faccio colazione.,La mattina mi ___ presto e faccio colazione.,In the morning I get up early and have breakfast.,,,alzo,alzi,alza,alziamo,A,A2,Routine Quotidiana Dettagliata (vocabolario),"This sentence describes a daily routine and uses the reflexive verb 'alzarsi' (to get up). The pronoun 'mi' indicates the subject is 'io' (I), so the correct first-person singular present tense conjugation is 'alzo'.",https://www.lawlessitalian.com/grammar/verbs/reflexive-verbs/
"Prima di dormire, mi lavo sempre i denti.","Prima di dormire, mi ___ sempre i denti.","Before sleeping, I always brush my teeth.",,,lavo,lava,lavi,lavano,A,A2,Routine Quotidiana Dettagliata (vocabolario),The reflexive verb 'lavarsi i denti' (to brush one's teeth) is conjugated as 'mi lavo' for first person singular.,https://www.lawlessitalian.com/learn/reflexive-verbs/
Andate subito a fare i compiti!,___ subito a fare i compiti!,Go do your homework immediately!,plural command,,Andate,Andiamo,Vai,Vada,A,A2,Imperativo (tu/noi/voi),The imperative 'voi' form for 'andare' is 'andate'. It's used for giving commands to multiple people informally.,https://www.lawlessitalian.com/learn/imperative-mood/
"Il film sta per cominciare, spegni il telefono!","Il film ___ cominciare, spegni il telefono!","The movie is about to start, turn off your phone!",,,sta per,sta a,sta di,sta da,A,A2,Stare per + Infinito,'Stare per + infinitive' expresses an action that is about to happen imminently.,https://www.lawlessitalian.com/learn/stare-per/
A mia madre è piaciuta molto la torta che hai preparato.,A mia madre è ___ molto la torta che hai preparato.,My mother really liked the cake you prepared.,,,piaciuta,piaciuto,piaciuti,piaciute,A,A2,"Piacere (con pronomi, passato)","With 'piacere' in passato prossimo using 'essere', the past participle agrees with the subject 'la torta' (feminine singular), becoming 'piaciuta'.",https://www.lawlessitalian.com/grammar/piacere/
La prossima settimana andrò a Venezia per lavoro.,La prossima settimana ___ a Venezia per lavoro.,Next week I will go to Venice for work.,,,andrò,vado,sono andato,andavo,A,A2,Futuro Semplice,The irregular verb 'andare' forms the future with the stem 'andr-' plus the ending '-ò' for first person singular.,https://www.lawlessitalian.com/grammar/future-tense/
Non parlate durante l'esame!,Non ___ durante l'esame!,Don't talk during the exam!,,,parlate,parlare,parla,parliamo,A,A2,Imperativo (tu/noi/voi),The negative imperative 'voi' form uses 'non' + the present indicative form. 'Parlate' is the voi form addressing multiple people.,https://www.lawlessitalian.com/grammar/imperative-mood/
Sapete parlare francese?,___ parlare francese?,Do you know how to speak French?,plural you,,Sapete,Potete,Dovete,Volete,A,A2,Verbi Modali (+ infinito),'Sapere' + infinitive means 'to know how to' do something. 'Sapete' is the second person plural form of the modal verb.,https://www.lawlessitalian.com/grammar/modal-verbs/
Hai già letto il giornale di oggi?,Hai già ___ il giornale di oggi?,Have you already read today's newspaper?,,,leggito,letto,leggiuto,leggere,B,A2,Participio Passato (irregolari frequenti),"The verb 'leggere' (to read) has an irregular past participle, which is 'letto'. This form is used with the auxiliary 'avere' to create the 'passato prossimo'.",https://www.lawlessitalian.com/grammar/past-participle/
Paolo ha aperto la finestra perché faceva caldo.,Paolo ha ___ la finestra perché faceva caldo.,Paolo opened the window because it was hot.,,,aprire,aprito,aperto,apriuto,C,A2,Participio Passato (irregolari frequenti),"The verb 'aprire' (to open) has an irregular past participle, 'aperto'. The regular-looking form 'aprito' is a common mistake for learners.",https://www.lawlessitalian.com/grammar/past-participle/
Ieri i miei amici si sono incontrati al bar.,Ieri i miei amici si sono ___ al bar.,Yesterday my friends met at the bar.,,,incontrato,incontrate,incontrati,incontrare,C,A2,Verbi Riflessivi (presente e passato prossimo),"Reflexive verbs form the 'passato prossimo' with the auxiliary 'essere'. The past participle must agree in gender and number with the subject. Since the subject is 'i miei amici' (masculine plural), the participle must be 'incontrati'.",https://www.lawlessitalian.com/grammar/verbs/reflexive-verbs/
"Quando ero piccolo, avevo una bicicletta rossa.","Quando ero piccolo, ___ una bicicletta rossa.","When I was little, I had a red bicycle.",,,ho avuto,ho,avevo,avrò,C,A2,Imperfetto,"The 'imperfetto' tense is used to describe states, conditions, or ongoing situations in the past. 'Quando ero piccolo' (When I was little) introduces a past context where 'avevo' (I had) describes a continuous state of possession.",https://www.lawlessitalian.com/grammar/tenses/imperfect/
Che ne dici di prendere un caffè insieme dopo pranzo?,Che ne dici di ___ un caffè insieme dopo pranzo?,What do you say we get a coffee together after lunch?,,,prendiamo,preso,prendere,prendendo,C,A2,"Programmi (piani futuri, inviti)","The expression 'Che ne dici di...?' is used to make a suggestion or an invitation. The preposition 'di' requires the following verb to be in the infinitive form, which is 'prendere'.",https://www.lawlessitalian.com/grammar/verbs/infinitive/
"Secondo me, domani farà bel tempo.","Secondo me, domani ___ bel tempo.","In my opinion, tomorrow the weather will be nice.",,,fa,farà,ha fatto,faceva,B,A2,Futuro Semplice,"The future simple tense ('futuro semplice') is used for predictions about the future. The phrase 'fare bel tempo' means 'to be nice weather'. For 'domani' (tomorrow), the third-person singular future form 'farà' is needed.",https://www.lawlessitalian.com/grammar/tenses/future-tense/
Laura e Sofia sono tornate a casa tardi ieri sera.,Laura e Sofia sono ___ a casa tardi ieri sera.,Laura and Sofia came home late last night.,motion verb,,tornato,tornati,tornata,tornate,D,A2,Participio Passato (irregolari frequenti),"The verb 'tornare' (to return) is a verb of motion that uses the auxiliary 'essere' in the 'passato prossimo'. Therefore, the past participle must agree in gender and number with the subject. Since 'Laura e Sofia' is a feminine plural subject, the correct form is 'tornate'.",https://www.lawlessitalian.com/grammar/tenses/passato-prossimo/
"Non mi sento bene, ho la febbre a 38.","Non mi sento bene, ___ la febbre a 38.","I don't feel well, I have a fever of 38.",,,sono,ho,faccio,sento,B,A2,Salute (vocabolario),"In Italian, the verb 'avere' (to have) is used to express that you have a symptom, like a fever. The correct expression is 'avere la febbre'. The first-person singular form is 'ho'.",https://www.lawlessitalian.com/vocabulary/health-illness/
Ho il raffreddore e la tosse da tre giorni.,Ho il ___ e la tosse da tre giorni.,I've had a cold and a cough for three days.,,,dolore,stomaco,gamba,raffreddore,D,A2,Salute (vocabolario),This question tests vocabulary related to common illnesses. 'Raffreddore' means 'cold' and fits logically with 'tosse' (cough). The other options are body parts or 'dolore' (pain).,https://www.lawlessitalian.com/vocabulary/health-illness/
Sabato prossimo andremo a trovare i nonni in campagna.,Sabato prossimo ___ a trovare i nonni in campagna.,Next Saturday we will go visit our grandparents in the countryside.,,,andiamo,siamo andati,andremo,andremmo,C,A2,Futuro Semplice,The time expression 'sabato prossimo' (next Saturday) requires the future tense. The correct first-person plural (noi) future form of the irregular verb 'andare' is 'andremo'.,https://www.lawlessitalian.com/grammar/future-tense/
"Quando ero piccola, abitavo in una casa con un grande giardino.","Quando ero piccola, ___ in una casa con un grande giardino.","When I was little, I used to live in a house with a big garden.",feminine speaker,,ho abitato,abitavo,abito,abiterò,B,A2,Imperfetto,The imperfect tense ('imperfetto') is used for descriptions of states and conditions in the past. The phrase 'Quando ero piccola' sets a past context for a continuous situation. The correct first-person singular imperfect form of 'abitare' is 'abitavo'.,https://www.lawlessitalian.com/grammar/imperfect/
Per cena vorrei preparare della pasta con le verdure.,Per cena vorrei preparare ___ pasta con le verdure.,For dinner I would like to prepare some pasta with vegetables.,,un po' di,della,la,una,di,A,A2,Articoli Partitivi,"The partitive article is used to express an indefinite quantity ('some') of an uncountable noun. 'Pasta' is a feminine singular noun in this context, so the correct partitive article is 'della' (di + la).",https://www.lawlessitalian.com/grammar/partitive-articles/
"Ragazzi, parlate piano, il bambino dorme!","Ragazzi, ___ piano, il bambino dorme!","Guys, speak quietly, the baby is sleeping!",,,parla,parliamo,parlano,parlate,D,A2,Imperativo (tu/noi/voi),"The speaker is addressing 'Ragazzi' (Guys), which requires the second-person plural (voi) form of the imperative. The 'voi' imperative of 'parlare' is 'parlate'.",https://www.lawlessitalian.com/grammar/imperative-mood/
Che ne dici di andare al mare questo weekend?,Che ne dici di ___ al mare questo weekend?,What do you think about going to the beach this weekend?,,,andare,andiamo,vai,andato,A,A2,"Programmi (piani futuri, inviti)","After 'di' in the expression 'che ne dici di', use the infinitive form of the verb. 'Andare' is the infinitive.",https://www.lawlessitalian.com/learn/making-invitations/
A mia madre è piaciuta molto la cena di ieri.,A mia madre è ___ molto la cena di ieri.,My mother really liked yesterday's dinner.,,,piaciuta,piaciuto,piaciuti,piaciute,A,A2,"Piacere (con pronomi, passato)","With 'piacere' in passato prossimo, the past participle agrees with the subject 'la cena' (feminine singular), giving 'piaciuta'.",https://www.lawlessitalian.com/learn/verb-piacere/
Domani ci sarà il sole e farà caldo.,Domani ci sarà il sole e ___ caldo.,Tomorrow it will be sunny and hot.,,,farà,fa,farò,farai,A,A2,Tempo/Meteo (vocabolario),"'Fare' is used for weather expressions. 'Farà' is the future tense third person singular, matching 'domani' (tomorrow).",https://www.lawlessitalian.com/vocabulary/weather/
"Questo vestito mi sta stretto, avete una taglia più grande?","Questo vestito mi sta stretto, avete una ___ più grande?","This dress is tight on me, do you have a larger size?",,,taglia,taglio,taglie,misura,A,A2,Shopping (vocabolario),"'Taglia' means 'size' for clothing. After 'una' (feminine singular article), use the singular 'taglia'.",https://www.lawlessitalian.com/vocabulary/shopping/
Ieri non sono potuto venire alla tua festa perché avevo la febbre alta.,Ieri non ___ venire alla tua festa perché avevo la febbre alta.,Yesterday I couldn't come to your party because I had a high fever.,,,ho potuto,sono potuto,potrei,potevo,B,A2,Imperfetto vs Passato Prossimo,"The passato prossimo (sono potuto) is used for a single, specific completed action in the past. The verb 'potere' (to be able to) with a motion verb like 'venire' (to come) takes the auxiliary 'essere'.",https://www.lawlessitalian.com/grammar/passato-prossimo-vs-imperfetto/
Da bambino giocavo a calcio tutti i giorni.,Da bambino ___ a calcio tutti i giorni.,"As a child, I used to play soccer every day.",,,ho giocato,gioco,giocavo,giocassi,C,A2,Imperfetto vs Passato Prossimo,"The imperfetto (giocavo) is used to describe habitual or repeated actions in the past, indicated here by the phrase 'tutti i giorni' (every day).",https://www.lawlessitalian.com/grammar/passato-prossimo-vs-imperfetto/
"Per andare in centro, devi prendere l'autobus numero 28.","Per andare ___ centro, devi prendere l'autobus numero 28.","To go downtown, you have to take bus number 28.",,,a,da,in,su,C,A2,Preposizioni Semplici,"The preposition 'in' is used for entering a city or a specific place, such as 'in centro' (downtown/to the center).",https://www.lawlessitalian.com/grammar/prepositions/in-preposition/
"Scusi, potrebbe aiutarmi a portare queste borse?","Scusi, ___ aiutarmi a portare queste borse?","Excuse me, could you help me carry these bags?",formal,,potevi,potrebbe,potresti,può,B,A2,Condizionale Presente,"The conditional tense (potrebbe) is used for a polite request, especially in a formal context (indicated by 'Scusi'). The 'Lei' form is 'potrebbe'.",https://www.lawlessitalian.com/grammar/verbs/conditional/
"Signor Rossi, mi dia il suo passaporto, per favore.","Signor Rossi, mi ___ il suo passaporto, per favore.","Mr. Rossi, give me your passport, please.",,,dà,dia,dai,dare,B,A2,Imperativo Formale,The formal imperative (dia) is used to give a command to someone you address with 'Lei'. The imperative for 'dare' (to give) is 'dia' in the formal singular.,https://www.lawlessitalian.com/grammar/verbs/imperative-formal/
In Italia si mangia molto bene.,In Italia ___ molto bene.,"In Italy, one eats very well.",,,si mangi,si mangiano,si mangia,mangiamo,C,A2,Si Impersonale,The impersonal 'si' (si mangia) is used to talk about what 'one' or 'people in general' do. It is always followed by a verb in the third-person singular.,https://www.lawlessitalian.com/grammar/verbs/impersonal-si/
"Per andare in spiaggia a piedi, ci vuole circa un'ora.","Per andare in spiaggia a piedi, ___ circa un'ora.","To go to the beach on foot, it takes about an hour.",,,ci metti,ci mettono,ci vuole,ci vogliono,C,A2,Volerci vs Metterci,The impersonal verb 'volerci' (ci vuole/ci vogliono) is used to express how much time something requires or how long it takes in general. 'Ci vuole' is used for singular nouns or with a verb in the infinitive ('andare').,https://www.lawlessitalian.com/grammar/verbs/volerci-vs-metterci/
"In questa zona, si vendono ancora molti prodotti tipici.","In questa zona, si ___ ancora molti prodotti tipici.","In this area, they still sell many typical products.",,,vende,vendono,vendi,si vende,B,A2,Si Impersonale,"The impersonal 'si' agrees with the noun it refers to. Since 'prodotti' is a plural noun, the verb must be in the third-person plural (si vendono).",https://www.lawlessitalian.com/grammar/verbs/impersonal-si/
Qui si parla l'italiano e l'inglese.,Qui ___ l'italiano e l'inglese.,Here they speak Italian and English.,,,parlano,parliamo,si parla,parli,C,A2,Si Impersonale,"The impersonal 'si' followed by a singular verb is used to talk about what 'one' or 'people in general' do. Even with multiple objects ('l'italiano e l'inglese'), the verb remains in the singular, as it is a general statement.",https://www.lawlessitalian.com/grammar/verbs/impersonal-si/
Qualche volta vado a fare una passeggiata al parco.,Write: Sometimes I go for a walk in the park.,Sometimes I go for a walk in the park.,,A volte vado a fare una passeggiata al parco;Ogni tanto vado a fare una passeggiata al parco,Qualche volta vado a fare una passeggiata al parco.,Qualche volte vado a fare una passeggiata al parco.,Qualche volta vado a fare una passeggiata al parchi.,Qualche volta vado per una passeggiata al parco.,A,A2,Aggettivi e Pronomi Indefiniti,"The indefinite adjective 'qualche' is always followed by a singular noun, even though it means 'some' or 'a few' in English. The correct phrase is 'qualche volta'.",https://www.lawlessitalian.com/grammar/indefinite-adjectives/
Vado a scuola in autobus.,Vado a scuola ___ autobus.,I go to school by bus.,,,di,in,con,per,B,A2,Preposizioni Semplici,"The preposition 'in' is used with means of transportation when you enter the vehicle (in autobus, in treno, in aereo).",https://www.lawlessitalian.com/grammar/prepositions/
"Mi scusi, potrebbe ripetere?","___, potrebbe ripetere?","Excuse me, could you repeat?",formal,,Mi scusi,Scusami,Mi scusa,Scusate,A,A2,Imperativo Formale,The formal imperative uses the third person subjunctive. 'Mi scusi' is the formal way to say 'excuse me' using Lei form.,https://www.lawlessitalian.com/grammar/formal-imperative/
Ci vuole un'ora per arrivare a Roma.,___ un'ora per arrivare a Roma.,It takes an hour to get to Rome.,,,Ci vuole,Ci mette,Si mette,Si vuole,A,A2,Volerci vs Metterci,Volerci is impersonal and indicates the time or things needed. 'Ci vuole' is used with singular nouns (un'ora).,https://www.lawlessitalian.com/grammar/volerci-metterci/
Si dice che domani pioverà.,Si ___ che domani pioverà.,It is said that it will rain tomorrow.,,,dicono,dice,dica,dirà,B,A2,Si Impersonale,"With si impersonale, the verb is always in third person singular when followed by 'che' clause. 'Si dice che' means 'it is said that'.",https://www.lawlessitalian.com/grammar/impersonal-si/
In questo negozio si vendono scarpe italiane.,In questo negozio si ___ scarpe italiane.,"In this shop, Italian shoes are sold.",,,vende,vendono,vendete,vendi,B,A2,Si Impersonale,"With si impersonale and plural objects, the verb agrees with the plural noun. 'Scarpe' is plural, so the verb becomes 'vendono'.",https://www.lawlessitalian.com/grammar/impersonal-si/
Ho comprato alcune riviste.,Ho comprato ___ riviste.,I bought some magazines.,,,qualche,alcune,ogni,nessuna,B,A2,Aggettivi e Pronomi Indefiniti,'Alcune' (some/a few) is used with plural nouns and agrees in gender. 'Qualche' would require singular noun despite plural meaning.,https://www.lawlessitalian.com/grammar/indefinite-adjectives/
Glielo darò domani.,___ darò domani.,I will give it to him/her tomorrow.,,,Glielo,Lo gli,Gli lo,Se lo,A,A2,Pronomi Combinati,"When combining indirect object pronouns (gli/le) with direct object pronouns (lo/la/li/le), gli/le becomes 'glie' and combines into one word: glielo, gliela, glieli, gliele.",https://www.lawlessitalian.com/grammar/combined-pronouns/
Me la puoi prestare?,___ puoi prestare?,Can you lend it to me?,feminine object,,Me la,Mi la,La mi,Me lo,A,A2,Pronomi Combinati,The indirect pronoun 'mi' becomes 'me' when combined with direct object pronouns. 'La' indicates a feminine singular object.,https://www.lawlessitalian.com/grammar/combined-pronouns/
Te li mando subito.,Te ___ mando subito.,I'll send them to you right away.,masculine plural objects,,le,li,lo,la,B,A2,Pronomi Combinati,"When combining pronouns, 'ti' becomes 'te' before direct object pronouns. 'Li' refers to masculine plural direct objects.",https://www.lawlessitalian.com/grammar/combined-pronouns/
Potresti chiudere la finestra?,___ chiudere la finestra?,Could you close the window?,,,Potresti,Puoi,Potevi,Potrai,A,A2,Condizionale Presente,The conditional 'potresti' (could you) is more polite than the present 'puoi' (can you) when making requests.,https://www.lawlessitalian.com/grammar/conditional/
"Al tuo posto, andrei dal dottore.","Al tuo posto, ___ dal dottore.","If I were you, I would go to the doctor.",,,vado,andrei,sono andato,andavo,B,A2,Condizionale Presente,The conditional is used to give advice or express what you would do in someone else's situation. 'Andrei' is the first person conditional of 'andare'.,https://www.lawlessitalian.com/grammar/conditional/
Loro sono italiani.,Loro ___ italiani.,They are Italian.,,,sono,siamo,è,siete,A,A2,Verbo Essere e Presente Indicativo,The verb 'essere' conjugates as 'sono' for the third person plural (loro). This form is essential for nationality and descriptions.,https://www.lawlessitalian.com/grammar/verb-essere/
Marco fa sempre colazione al bar.,Marco ___ sempre colazione al bar.,Marco always has breakfast at the café.,,,fa,fai,facciamo,fanno,A,A2,Verbo Essere e Presente Indicativo,The verb 'fare' is irregular in the present tense. Third person singular is 'fa'. 'Fare colazione' means 'to have breakfast'.,https://www.lawlessitalian.com/grammar/present-tense/
Sto leggendo un libro interessante.,Sto ___ un libro interessante.,I am reading an interesting book.,,,leggendo,letto,leggo,leggere,A,A2,Stare + Gerundio,The present progressive uses 'stare' + gerund. The gerund of 'leggere' is 'leggendo' (-ere verbs form gerunds with -endo).,https://www.lawlessitalian.com/grammar/present-progressive/
"Quando ero piccolo, volevo diventare astronauta.","Quando ero piccolo, ___ diventare astronauta.","When I was little, I wanted to become an astronaut.",,,volevo,ho voluto,voglio,vorrò,A,A2,Imperfetto vs Passato Prossimo,"Modal verbs like 'volere' use imperfetto to express desires or intentions in the past that were ongoing states, not completed actions.",https://www.lawlessitalian.com/grammar/imperfetto-vs-passato-prossimo/
Vado spesso a casa di Marco.,Vado spesso ___ casa di Marco.,I often go to Marco's house.,,,a,in,da,per,A,A2,Preposizioni Semplici,Use 'a' before 'casa' when specifying whose house. 'A casa di' means 'to/at someone's house'.,https://www.lawlessitalian.com/grammar/prepositions/
"Signora Rossi, venga qui per favore!","Signora Rossi, ___ qui per favore!","Mrs. Rossi, come here please!",formal,,venga,vieni,viene,venire,A,A2,Imperativo Formale,Use the formal imperative (Lei form) when addressing someone formally. 'Venga' is the Lei form of 'venire'.,https://www.lawlessitalian.com/grammar/imperative/
Si dice che domani farà bel tempo.,___ dice che domani farà bel tempo.,It is said that tomorrow the weather will be nice.,,,Si,Ci,Lo,Ne,A,A2,Si Impersonale,Use 'si dice' for impersonal expressions meaning 'it is said' or 'they say'.,https://www.lawlessitalian.com/grammar/impersonal-si/
Qui si vendono libri usati.,Qui si ___ libri usati.,Here used books are sold.,,,vendono,vende,vendiamo,vendete,A,A2,Si Impersonale,"With si impersonale and plural objects, the verb agrees with the plural noun (libri = vendono).",https://www.lawlessitalian.com/grammar/impersonal-si/
Alcuni studenti sono arrivati in ritardo.,___ studenti sono arrivati in ritardo.,Some students arrived late.,,,Alcuni,Qualche,Ogni,Tutto,A,A2,Aggettivi e Pronomi Indefiniti,Use 'alcuni' (some) with plural nouns. 'Qualche' requires singular nouns despite plural meaning.,https://www.lawlessitalian.com/grammar/indefinite-adjectives-pronouns/
"Vorrei una camera singola per due notti, per favore.","___ una camera singola per due notti, per favore.","I would like a single room for two nights, please.",,,Vorrei,Voglio,Volevo,Vorrò,A,A2,Condizionale Presente,"The conditional 'vorrei' is used for polite requests, making it more courteous than the present indicative 'voglio'.",https://www.lawlessitalian.com/grammar/conditional/
Potresti prestarmi la tua penna?,___ prestarmi la tua penna?,Could you lend me your pen?,,,Puoi,Potresti,Potevi,Potrai,B,A2,Condizionale Presente,"The conditional 'potresti' expresses a polite request, softer than the direct 'puoi'.",https://www.lawlessitalian.com/grammar/conditional/
Te lo porto domani mattina.,___ porto domani mattina.,I'll bring it to you tomorrow morning.,,,Ti lo,Te lo,Tu lo,Tuo lo,B,A2,Pronomi Combinati,The indirect pronoun 'ti' becomes 'te' when combined with the direct pronoun 'lo'.,https://www.lawlessitalian.com/grammar/double-pronouns/
Gliel'ho già spiegati ieri.,___ ho già spiegati ieri.,I already explained them to him/her yesterday.,,,Gli li,Le li,Gliel',Gligli',C,A2,Pronomi Combinati,The combined pronoun 'glieli' replaces 'gli' (to him/her) + 'li' (them masculine). The final 'i' is dropped due to 'ho'.,https://www.lawlessitalian.com/grammar/double-pronouns/
Ce ne hanno dati solo tre.,___ hanno dati solo tre.,They only gave us three of them.,,,Ci ne,Ce ne,Ci li,Ce li,B,A2,Pronomi Combinati,The indirect pronoun 'ci' becomes 'ce' when combined with the partitive pronoun 'ne'.,https://www.lawlessitalian.com/grammar/double-pronouns/
"Signora Bianchi, venga qui subito!","Signora Bianchi, ___ qui subito!","Mrs. Bianchi, come here immediately!",formal,,vieni,venire,venga,venite,C,A2,Imperativo Formale,The formal imperative uses the third person singular subjunctive form 'venga' for the Lei form.,https://www.lawlessitalian.com/grammar/imperative/
"Mentre studiavo, mia sorella è tornata a casa.","Mentre ___, mia sorella è tornata a casa.","While I was studying, my sister came home.",,,ho studiato,studiavo,studio,studierò,B,A2,Imperfetto vs Passato Prossimo,The imperfect 'studiavo' describes an ongoing action that provides background to the completed action 'è tornata'.,https://www.lawlessitalian.com/grammar/imperfetto-vs-passato-prossimo/
"Per imparare l'italiano bene, ci vogliono almeno due anni.","Per imparare l'italiano bene, ___ almeno due anni.","To learn Italian well, it takes at least two years.",,,ci metto,ci mettono,ci vuole,ci vogliono,D,A2,Volerci vs Metterci,Volerci is impersonal and agrees with what is needed - 'ci vogliono' because 'anni' is plural.,https://www.lawlessitalian.com/grammar/volerci-vs-metterci/
Ci metto sempre mezz'ora per arrivare al lavoro.,___ sempre mezz'ora per arrivare al lavoro.,It always takes me half an hour to get to work.,,,Ci vuole,Ci vogliono,Ci metto,Mi ci vuole,C,A2,Volerci vs Metterci,Metterci is personal and indicates the time a specific person takes to do something.,https://www.lawlessitalian.com/grammar/volerci-vs-metterci/
Write: I'll give you a call this evening.,Write: I'll give you a call this evening.,Ti telefono stasera.,,Ti chiamo stasera; Ti faccio una telefonata stasera,Ti telefono stasera.,Ti telefonerò stasera.,Ti chiamo stasera.,Ti faccio una telefonata stasera.,A,A2,Preposizioni Semplici,"Italian often uses present tense for near future actions, and prepositions are not needed with evening time expressions.",https://www.lawlessitalian.com/grammar/prepositions/
"Ci sono molti turisti, quindi ci vorrebbero almeno tre ore per visitare il Colosseo.","Ci sono molti turisti, quindi ___ almeno tre ore per visitare il Colosseo.","There are a lot of tourists, so it would take at least three hours to visit the Colosseum.",,,ci vuole,ci vorrebbero,ci mette,ci mettiamo,B,A2,Volerci vs Metterci,"The impersonal verb 'volerci' is used to express the time or resources needed for something. In this conditional context, 'ci vorrebbero' (it would take) is the correct plural form to agree with 'tre ore'.",https://www.lawlessitalian.com/grammar/verbs/volerci-vs-metterci/
"Se fossi ricco, mi comprerei una casa in montagna.","Se fossi ricco, mi ___ una casa in montagna.","If I were rich, I would buy a house in the mountains.",,,compravo,compro,comprerei,comprerò,C,A2,Condizionale Presente,"The present conditional (comprerei) is used to express a hypothetical situation in the present or future, often introduced by 'se' (if) + imperfetto congiuntivo.",https://www.lawlessitalian.com/grammar/verbs/conditional/
"Non ti preoccupare, ho già risolto il problema.","Write: Don't worry, I have already solved the problem.","Don't worry, I have already solved the problem.",,,"Non ti preoccupare, ho già risolto il problema.","Non preoccupare, ho già risolto il problema.","Non ti preoccupi, ho già risolto il problema.","Non ti preoccupavi, ho già risolto il problema.",A,A2,Imperativo Formale,The phrase 'Non ti preoccupare' uses the informal imperative to tell someone not to worry. This is a common phrase and the correct structure for a direct command with a reflexive verb in the negative.,https://www.lawlessitalian.com/grammar/verbs/imperative-informal/
