complete_sentence,question_text,english_translation,hint,alternate_correct_responses,option_a,option_b,option_c,option_d,correct_option,cefr_level,topic,explanation,resource
Domenica scorsa siamo andati a fare un'escursione in montagna.,Domenica scorsa ___ a fare un'escursione in montagna.,Last Sunday we went for a hike in the mountains.,motion verb,,abbiamo andato,siamo andati,andavamo,eravamo andati,B,B1,Sport e hobby (vocabolario),"The verb 'andare' is a verb of motion that requires the auxiliary 'essere' in the 'passato prossimo'. The past participle 'andato' must also agree in gender and number with the subject 'noi' (implied), making 'andati' the correct form.",https://www.lawlessitalian.com/grammar/verbs/passato-prossimo/
"Scusa il ritardo, stavo cercando parcheggio.","Scusa il ritardo, ___ parcheggio.","Sorry for the delay, I was looking for parking.",,,cercavo,ho cercato,stavo cercando,sto cercando,C,B1,Stare + gerundio (progressivo),"The past progressive, formed with the imperfect of 'stare' ('stavo') + the gerund ('cercando'), is used to describe an ongoing action in the past, often to give an explanation or context for another event (in this case, being late).",https://www.lawlessitalian.com/grammar/verbs/progressive-past/
"Al posto tuo, accetterei quell'offerta di lavoro senza esitazione.","Al posto tuo, ___ quell'offerta di lavoro senza esitazione.","If I were you, I would accept that job offer without hesitation.",,,accetterò,accettavo,accetterei,ho accettato,C,B1,Condizionale presente,"The 'condizionale presente' (present conditional) is used to give advice or express a hypothesis, often with phrases like 'Al posto tuo' (If I were you).",https://www.lawlessitalian.com/grammar/conditional-mood/
"In molti bar in Italia, il caffè si beve in piedi al bancone.","In molti bar in Italia, il caffè ___ in piedi al bancone.","In many bars in Italy, coffee is drunk standing at the counter.",,,si bevono,beve,si beve,beviamo,C,B1,Si impersonale/si passivante,"This is the 'si passivante'. Because the object being acted upon ('il caffè') is singular, the verb must be in the third-person singular form.",https://www.lawlessitalian.com/grammar/verbs/si-impersonale-passivante/
Stavo guardando la televisione quando mi hai chiamato ieri sera.,___ guardando la televisione quando mi hai chiamato ieri sera.,I was watching television when you called me last night.,,,Stavo,Sono,Starei,Starò,A,B1,Stare + gerundio (progressivo),The past progressive is formed with the 'imperfetto' of 'stare' ('stavo') plus the gerund ('guardando') to describe an ongoing action in the past that was interrupted.,https://www.lawlessitalian.com/grammar/verbs/present-progressive/
Luca ha detto che aveva già visto quel film la settimana prima.,Luca ha detto che ___ già visto quel film la settimana prima.,Luca said that he had already seen that film the week before.,,,ha,aveva,avrebbe,ebbe,B,B1,Discorso indiretto,"In indirect speech, when the main verb is in a past tense ('ha detto'), a 'passato prossimo' in the original statement ('ho visto') changes to the 'trapassato prossimo' ('aveva visto').",https://www.lawlessitalian.com/grammar/reported-speech-discorso-indiretto/
"Per aiutare l'ambiente, è fondamentale ridurre i rifiuti di plastica.","Per aiutare l'ambiente, è fondamentale ___ i rifiuti di plastica.","To help the environment, it is essential to reduce plastic waste.",,,riducendo,ridotto,riduce,ridurre,D,B1,Ambiente (vocabolario e pratiche),"Impersonal expressions such as 'è fondamentale', 'è importante', or 'è necessario' are followed by the infinitive form of the verb.",https://www.lawlessitalian.com/grammar/verbs/infinitive/
C'è qualcuno che mi ha cercato mentre non c'ero?,C'è ___ che mi ha cercato mentre non c'ero?,Is there anyone who looked for me while I wasn't here?,,,chiunque,nessuno,qualcuno,qualcosa,C,B1,Pronomi indefiniti,"'Qualcuno' is an indefinite pronoun used to mean 'someone' or, in questions like this, 'anyone' when referring to an unspecified person.",https://www.lawlessitalian.com/grammar/pronouns/indefinite-pronouns/
Nel nostro palazzo c'è sempre il problema dell'ascensore che si rompe ogni settimana.,Nel nostro palazzo c'è sempre il ___ dell'ascensore che si rompe ogni settimana.,In our building there's always the problem of the elevator breaking down every week.,,,problema,questione,argomento,tema,A,B1,Casa e quartiere (problemi/soluzioni),"In the context of housing issues, 'problema' is the most appropriate word to describe a recurring malfunction or difficulty.",https://www.lawlessitalian.com/vocabulary/housing
Marco e Sofia si sono fidanzati dopo essersi conosciuti all'università.,Marco e Sofia si sono ___ dopo essersi conosciuti all'università.,Marco and Sofia got engaged after meeting at university.,,,sposati,fidanzati,separati,innamorati,B,B1,Relazioni,"'Fidanzarsi' means to get engaged, which is the logical step after meeting someone but before marriage ('sposarsi').",https://www.lawlessitalian.com/vocabulary/relationships
Il professore ha annunciato che l'esame sarebbe stato rinviato alla settimana successiva.,Il professore ha annunciato che l'esame ___ stato rinviato alla settimana successiva.,The professor announced that the exam would be postponed to the following week.,,,è,era,sarebbe,sarà,C,B1,Discorso indiretto,"In reported speech, when the main verb is in the past, the conditional 'sarebbe' is used to express future actions from a past perspective.",https://www.lawlessitalian.com/grammar/reported-speech
La nonna mi ha detto che aveva preparato le lasagne per la cena.,La nonna mi ha detto che ___ preparato le lasagne per la cena.,Grandma told me that she had prepared lasagna for dinner.,,,ha,aveva,avrà,avrebbe,B,B1,Discorso indiretto,"In reported speech with a past main verb, the pluperfect 'aveva preparato' indicates an action completed before the moment of speaking.",https://www.lawlessitalian.com/grammar/reported-speech
"Mentre studiavo per l'esame, ho sentito un rumore strano.","Mentre ___ per l'esame, ho sentito un rumore strano.","While I was studying for the exam, I heard a strange noise.",,,ho studiato,studiavo,studio,studierò,B,B1,Imperfetto vs Passato prossimo,The imperfect 'studiavo' describes an ongoing action interrupted by a completed action expressed with the passato prossimo 'ho sentito'.,https://www.lawlessitalian.com/grammar/imperfect-vs-past
"Se vuoi le chiavi, te le posso prestare per il weekend.","Se vuoi le chiavi, ___ posso prestare per il weekend.","If you want the keys, I can lend them to you for the weekend.",,,ti le,te le,le ti,le,B,B1,"Pronomi combinati (glielo, me ne)",The combined pronoun 'te le' combines the indirect object pronoun 'ti' (becoming 'te') with the direct object pronoun 'le' (them - feminine plural).,https://www.lawlessitalian.com/grammar/combined-pronouns
Di quella torta ne ho mangiata solo una fetta.,Di quella torta ___ ho mangiata solo una fetta.,"Of that cake, I only ate one slice.",,,la,ci,ne,vi,C,B1,Ci e ne (avanzato),The pronoun 'ne' replaces a partitive expression ('di quella torta') indicating a part of something. Note the agreement of the past participle 'mangiata' with the implied direct object 'fetta'.,https://www.lawlessitalian.com/grammar/ne-pronoun
"Se avessi saputo della festa, ci sarei andato volentieri.","Se avessi saputo della festa, ci ___ andato volentieri.","If I had known about the party, I would have gladly gone there.",,,sarei,avrei,ero,fossi,A,B1,Trapassato prossimo,Conditional perfect with motion verbs uses 'sarei/saresti' + past participle,https://www.lawlessitalian.com/grammar/tenses/trapassato-prossimo/
Il calcio è lo sport che preferisco guardare la domenica.,Il ___ è lo sport che preferisco guardare la domenica.,Soccer is the sport I prefer to watch on Sundays.,,,calcio,tennis,nuoto,sci,A,B1,Sport e hobby (vocabolario),Soccer/football is called 'calcio' in Italian and is commonly watched on Sundays,https://www.lawlessitalian.com/vocabulary/sports/
Sto scaricando l'app per ordinare il cibo a domicilio.,Sto ___ l'app per ordinare il cibo a domicilio.,I'm downloading the app to order food for delivery.,,,scaricando,scaricare,scarico,scaricato,A,B1,Tecnologia (uso quotidiano),Present continuous uses 'stare' + gerund (-ando/-endo) to show ongoing action,https://www.lawlessitalian.com/grammar/tenses/present-progressive/
I bambini stanno giocando nel giardino da un'ora.,I bambini ___ giocando nel giardino da un'ora.,The children have been playing in the garden for an hour.,,,stanno,sono,hanno,vanno,A,B1,Stare + gerundio (progressivo),Progressive form uses 'stare' conjugated + gerund to express ongoing actions,https://www.lawlessitalian.com/grammar/tenses/present-progressive/
"Non dirgli niente, è meglio che non lo sappia!","___ niente, è meglio che non lo sappia!","Don't tell him anything, it's better that he doesn't know!",,,Non dirgli,Non gli dire,Non dici,Non gli dici,A,B1,"Imperativo (pronomi atoni, negazione)",Negative imperative (informal): 'non' + infinitive + attached pronoun,https://www.lawlessitalian.com/grammar/moods/imperative/
Di questo argomento non ne voglio più sentire parlare.,Di questo argomento non ___ voglio più sentire parlare.,I don't want to hear about this topic anymore.,,,ne,ci,lo,gli,A,B1,Ci e ne (avanzato),'Ne' replaces 'di + something' - here it refers back to 'di questo argomento',https://www.lawlessitalian.com/grammar/pronouns/ci-and-ne/
Mi piace giocare a tennis ogni weekend al circolo sportivo.,Mi piace giocare a ___ ogni weekend al circolo sportivo.,I like to play tennis every weekend at the sports club.,,,tennis,il tennis,dello tennis,al tennis,A,B1,Sport e hobby (vocabolario),"With 'giocare a' we use the sport name directly without articles: giocare a tennis, giocare a calcio, giocare a pallavolo.",https://www.lawlessitalian.com/grammar/verbs/giocare
Mia sorella fa equitazione da tre anni ed è molto brava.,Mia sorella fa ___ da tre anni ed è molto brava.,My sister has been doing horseback riding for three years and she's very good at it.,,,l'equitazione,equitazione,della equitazione,un'equitazione,B,B1,Sport e hobby (vocabolario),"The verb 'fare' + sport/activity uses the activity name without the article: fare equitazione, fare nuoto, fare yoga.",https://www.lawlessitalian.com/grammar/verbs/fare
Per rispettare l'ambiente dovremmo usare meno plastica usa e getta.,Per rispettare l'ambiente dovremmo usare ___ plastica usa e getta.,To respect the environment we should use less disposable plastic.,,,poco,poca,meno,meno di,C,B1,Ambiente (vocabolario e pratiche),'Meno' (less/fewer) is invariable and used directly before the noun without articles for comparisons of quantity.,https://www.lawlessitalian.com/grammar/adjectives/comparative-superlative
Ci sono andato ieri sera per incontrare i miei amici.,___ sono andato ieri sera per incontrare i miei amici.,I went there last night to meet my friends.,,,Ci,Vi,Li,Ne,A,B1,Ci e ne (avanzato),'Ci' as an adverb of place means 'there' and replaces previously mentioned locations with verbs of motion.,https://www.lawlessitalian.com/grammar/pronouns/ci-vi
"Quando sono arrivata a casa, mia madre aveva già preparato la cena.","Quando sono arrivata a casa, mia madre ___ già preparato la cena.","When I arrived home, my mother had already prepared dinner.",,,ha,è,aveva,avrebbe,C,B1,Trapassato prossimo,The trapassato prossimo (pluperfect) uses imperfetto of auxiliary + past participle to express an action completed before another past action.,https://www.lawlessitalian.com/grammar/verbs/trapassato-prossimo
Il mio smartphone si scarica sempre quando ne ho più bisogno.,Il mio smartphone si scarica sempre quando ___ ho più bisogno.,My smartphone always runs out of battery when I need it most.,,,lo,ne,ci,gli,B,B1,Tecnologia (uso quotidiano),'Ne' replaces 'di + qualcosa' (of/about something). 'Avere bisogno di' becomes 'averne bisogno'.,https://www.lawlessitalian.com/grammar/pronouns/ne
Marco gliel'ha detto ieri durante la pausa pranzo.,Marco ___ detto ieri durante la pausa pranzo.,Marco told it to him/her yesterday during lunch break.,,,glielo ha,gliel'ha,gli l'ha,glie l'ha,B,B1,"Pronomi combinati (glielo, me ne)","Combined pronouns 'glie + lo' form 'glielo', and when followed by auxiliary starting with vowel, it contracts to 'gliel'ha'.",https://www.lawlessitalian.com/grammar/pronouns/combined-pronouns
Sto insieme a Paolo da due anni e ci amiamo molto.,___ insieme a Paolo da due anni e ci amiamo molto.,I've been together with Paolo for two years and we love each other very much.,,,Sono,Sto,Faccio,Vado,B,B1,Relazioni,"'Stare insieme' is the correct expression for 'being together/dating', not 'essere insieme' in this romantic context.",https://www.lawlessitalian.com/grammar/verbs/stare
Il caffè italiano è migliore di quello francese.,Il caffè italiano è ___ di quello francese.,Italian coffee is better than French coffee.,,,migliore,più buono,meglio,il migliore,A,B1,Comparativi e superlativi (irregolarità),"The irregular comparative of 'buono' is 'migliore', not 'più buono'. 'Meglio' is an adverb, not an adjective.",https://www.lawlessitalian.com/grammar/comparatives/
In questa biblioteca si studiano molte lingue straniere.,In questa biblioteca ___ molte lingue straniere.,Many foreign languages are studied in this library.,,,si studia,si studiano,sono studiate,studiamo,B,B1,Si impersonale/si passivante,"With 'si passivante', the verb agrees with the plural subject 'molte lingue straniere', so 'si studiano' is correct.",https://www.lawlessitalian.com/grammar/impersonal-si/
La mia vicina di casa è una donna elegante con i capelli biondi e gli occhi azzurri.,La mia vicina di casa è una donna elegante con i capelli biondi e gli occhi ___.,My neighbor is an elegant woman with blonde hair and blue eyes.,,,azzurro,azzurri,azzurre,azzurra,B,B1,Descrizioni (dettaglio),The adjective 'azzurri' must agree with the masculine plural noun 'occhi'.,https://www.lawlessitalian.com/grammar/adjective-agreement/
I vicini del piano di sopra fanno troppo rumore la notte.,I vicini del piano di sopra ___ troppo rumore la notte.,The neighbors upstairs make too much noise at night.,,,fanno,fa,facevano,hanno fatto,A,B1,Casa e quartiere (problemi/soluzioni),The plural subject 'i vicini' requires the third person plural form 'fanno' of the verb 'fare'.,https://www.lawlessitalian.com/grammar/present-tense/
Uso sempre il navigatore per trovare la strada più veloce.,___ sempre il navigatore per trovare la strada più veloce.,I always use the GPS to find the fastest route.,,,Uso,Usavo,Ho usato,Userò,A,B1,Tecnologia (uso quotidiano),The present tense 'uso' is correct with 'sempre' to express a habitual action.,https://www.lawlessitalian.com/grammar/present-tense/
Domani finirò di leggere quel romanzo che mi hai prestato.,Domani ___ di leggere quel romanzo che mi hai prestato.,Tomorrow I will finish reading that novel you lent me.,,,finirò,finivo,finisco,finirei,A,B1,Futuro semplice,Il futuro semplice 'finirò' indica un'azione che si compirà domani.,https://www.lawlessitalian.com/grammar/future-tense/
Ho visto qualcuno aspettare davanti alla biblioteca.,Ho visto ___ aspettare davanti alla biblioteca.,I saw someone waiting in front of the library.,,,nessuno,qualcuno,ciascuno,ognuno,B,B1,Pronomi indefiniti,Il pronome indefinito 'qualcuno' significa 'someone'.,https://www.lawlessitalian.com/grammar/indefinite-pronouns/
Il sabato gioco a tennis con i miei amici al circolo sportivo.,Il sabato ___ a tennis con i miei amici al circolo sportivo.,On Saturdays I play tennis with my friends at the sports club.,,,giocavo,giocherò,gioco,giocato,C,B1,Sport e hobby (vocabolario),Il presente 'gioco' esprime un'abitudine: 'Il sabato gioco a tennis'.,https://www.lawlessitalian.com/grammar/present-indicative/
"Camminando velocemente, arriveremo in tempo alla stazione.","___ velocemente, arriveremo in tempo alla stazione.","By walking quickly, we will arrive at the station on time.",,,Camminando,Camminare,Camminato,Cammina,A,B1,Gerundio (usi),Il gerundio 'camminando' esprime il modo in cui si compie l'azione principale.,https://www.lawlessitalian.com/grammar/gerundio/
Il gelato al cioccolato è migliore di quello alla vaniglia.,Il gelato al cioccolato è ___ di quello alla vaniglia.,Chocolate ice cream is better than vanilla ice cream.,,,più buono,migliore,bene,ottimo,B,B1,Comparativi e superlativi (irregolarità),Il comparativo irregolare di 'buono' è 'migliore'.,https://www.lawlessitalian.com/grammar/comparisons/
"Non dirmelo adesso, sono troppo occupato.","Non ___ adesso, sono troppo occupato.","Don’t tell me now, I’m too busy.",,,dirlo,dirmi,dirmelo,dirglielo,C,B1,"Imperativo (pronomi atoni, negazione)","Con l'imperativo negativo, il pronome può essere attaccato all'infinito: 'Non dirmelo'.",https://www.lawlessitalian.com/grammar/imperative/
Ce ne sono rimasti solo due in frigo.,___ sono rimasti solo due in frigo.,There are only two of them left in the fridge.,,,Ne ci,Ne,Ci,Ce ne,D,B1,Ci e ne (avanzato),'Ce ne' rafforza l'uso di 'ne' per indicare una quantità residua.,https://www.lawlessitalian.com/grammar/ci-ne/
"Quando avevo dieci anni, trascorrevo ore a costruire castelli di sabbia.","Quando ___ dieci anni, trascorrevo ore a costruire castelli di sabbia.","When I was ten years old, I used to spend hours building sandcastles.",,,avrò,avevo,ebbi,ho avuto,B,B1,Ricordi (narrazione estesa),L'imperfetto 'avevo' si usa per descrivere situazioni abituali o di sfondo nel passato.,https://www.lawlessitalian.com/grammar/imperfetto/
Questo romanzo famoso è stato scritto da un autore italiano.,Questo romanzo famoso ___ da un autore italiano.,This famous novel was written by an Italian author.,,,scriveva,ha scritto,è stato scritto,scriverà,C,B1,Passivo (con essere),"The passive voice is formed with the auxiliary verb 'essere' followed by the past participle of the main verb. The past participle must agree in gender and number with the subject. 'Questo romanzo' is masculine singular, so we use 'stato scritto'. The action happened in the past, making 'passato prossimo' the correct tense.",https://www.lawlessitalian.com/grammar/passive-voice/
"Poiché il tempo era brutto, abbiamo deciso di rimanere a casa.","___ il tempo era brutto, abbiamo deciso di rimanere a casa.","Since the weather was bad, we decided to stay home.",causal connective,Siccome,Nonostante,Poiché,Affinché,Mentre,B,B1,Connettivi (causa/effetto/concessione),"'Poiché' (since, because) is a causal conjunction used to introduce a clause that explains the reason for the main clause's action. 'Nonostante' means 'despite', 'affinché' means 'so that', and 'mentre' means 'while'.",https://www.lawlessitalian.com/grammar/conjunctions/
"Studiando ogni giorno, ho imparato molto velocemente l'italiano.","___ ogni giorno, ho imparato molto velocemente l'italiano.","By studying every day, I learned Italian very quickly.",,,Studiando,Aver studiato,Per studiare,Studio,A,B1,Gerundio (usi),The gerund ('studiando') is used here to express the means or manner by which the action in the main clause was accomplished. It corresponds to the English 'by + -ing'.,https://www.lawlessitalian.com/grammar/present-gerund/
"Per salvare il documento, devi cliccare sull'icona del dischetto.","Per salvare il documento, devi ___ sull'icona del dischetto.","To save the document, you have to click on the diskette icon.",,,navigare,scaricare,cliccare,stampare,C,B1,Tecnologia (uso quotidiano),"This question tests common technology vocabulary. 'Cliccare' means 'to click', which is the action required to interact with an icon on a computer. 'Navigare' is 'to browse', 'scaricare' is 'to download', and 'stampare' is 'to print'.",
In questo ristorante si mangia un'ottima pizza.,In questo ristorante ___ un'ottima pizza.,"In this restaurant, one eats excellent pizza. / They serve excellent pizza in this restaurant.",,,si mangia,si mangiano,mangiamo,è mangiata,A,B1,Si impersonale/si passivante,"This is the 'si passivante' (passive si). When 'si' is followed by a verb and a singular direct object ('un'ottima pizza'), the verb is conjugated in the third person singular. It has the meaning of 'pizza is eaten here' or more naturally, 'they serve...'",https://www.lawlessitalian.com/grammar/si-impersonal-and-passive/
"In Italia, si mangia la pasta quasi tutti i giorni.","In Italia, si ___ la pasta quasi tutti i giorni.","In Italy, one eats pasta almost every day.",,,mangi,mangia,mangiano,mangiamo,B,B1,Si impersonale/si passivante,"When the 'si impersonale' is followed by a direct object ('la pasta'), the verb agrees with the object. Since 'la pasta' is singular, the verb must be in the 3rd person singular form, 'mangia'.",https://www.lawlessitalian.com/grammar/si-impersonal-passive-voice/
Non ho potuto comprare il biglietto perché avevo dimenticato il portafoglio a casa.,Non ho potuto comprare il biglietto perché ___ il portafoglio a casa.,I couldn't buy the ticket because I had forgotten my wallet at home.,,,ho dimenticato,dimenticavo,avevo dimenticato,avessi dimenticato,C,B1,Trapassato prossimo,The 'trapassato prossimo' (pluperfect) is used to describe a past action that occurred before another past action. Forgetting the wallet ('avevo dimenticato') happened before the inability to buy the ticket ('non ho potuto comprare').,https://www.lawlessitalian.com/grammar/past-perfect-pluperfect/
"Appena finirò l'università, cercherò lavoro all'estero.","Appena ___ l'università, cercherò lavoro all'estero.","As soon as I finish university, I will look for a job abroad.",,,finisco,finirei,finissi,finirò,D,B1,Futuro semplice,"In Italian, when the main clause of a sentence is in the future tense ('cercherò'), the subordinate time clause introduced by 'appena' (as soon as) must also be in the future tense ('futuro semplice'), not the present indicative.",https://www.lawlessitalian.com/grammar/future-tense/
"Mi piace molto andare a cavallo, ma è uno sport costoso quindi non ci vado quasi mai.","Mi piace molto andare a cavallo, ma è uno sport costoso quindi non ___ quasi mai.","I really like horse riding, but it's an expensive sport so I almost never go.",,,lo vado,ci vado,ne vado,vado,B,B1,Sport e hobby (vocabolario),"The adverbial pronoun 'ci' is used to replace a place or a concept introduced by 'a', 'in', 'su', or 'da'. Here, 'ci' replaces 'a cavallo' (to go horse riding), avoiding repetition.",https://www.lawlessitalian.com/grammar/adverbial-pronouns-ci-ne/
Il pacco è stato spedito ieri e dovrebbe arrivare tra due giorni.,Il pacco ___ spedito ieri e dovrebbe arrivare tra due giorni.,The package was shipped yesterday and should arrive in two days.,,,fu,era,è,è stato,D,B1,Passivo (con essere),"The passive voice is formed with the verb 'essere' plus the past participle. To describe a specific, completed action in the past ('ieri'), the 'passato prossimo' of 'essere' ('è stato') is used.",https://www.lawlessitalian.com/grammar/passive-voice/
"Non conosco nessuno in questa città, mi sento un po' solo.","Non conosco ___ in questa città, mi sento un po' solo.","I don't know anyone in this city, I feel a bit lonely.",,,qualcuno,qualcosa,nessuno,chiunque,C,B1,Pronomi indefiniti,"In Italian, double negatives are grammatically correct. When a sentence starts with 'non', the indefinite pronoun 'nessuno' (nobody/anybody) is used to complete the negative meaning.",https://www.lawlessitalian.com/grammar/indefinite-pronouns/
La camera d'albergo era così rumorosa che non sono riuscita a dormire.,La camera d'albergo era così rumorosa che non ___ a dormire.,The hotel room was so noisy that I couldn't manage to sleep.,feminine speaker,,ho potuto,sono riuscita,potevo,riuscivo,B,B1,Viaggi (reclami/imprevisti),"The verb 'riuscire a' means 'to manage to' or 'to succeed in' doing something, often implying overcoming a difficulty. It's more appropriate here than 'potere' (to be able to). Since the auxiliary is 'essere', the past participle agrees with the subject's gender; the hint 'feminine speaker' requires 'riuscita'.",https://www.lawlessitalian.com/grammar/verbs/potere-vs-riuscire/
"Anche se abbiamo opinioni diverse, io e mio fratello andiamo molto d'accordo.","Anche se abbiamo opinioni diverse, io e mio fratello ___ molto d'accordo.","Even though we have different opinions, my brother and I get along very well.",,,facciamo,siamo,stiamo,andiamo,D,B1,Relazioni,"This question tests the idiomatic expression 'andare d'accordo', which means 'to get along'. The correct verb is 'andare', conjugated as 'andiamo' for 'noi' (io e mio fratello).",https://www.lawlessitalian.com/grammar/verbs/verbs-with-prepositions/
"Mi hai portato la rivista che ti avevo chiesto? Sì, te l'ho portata.","Mi hai portato la rivista che ti avevo chiesto? Sì, ___ portata.","Did you bring me the magazine I had asked you for? Yes, I brought it to you.",,,me l'hai,te l'ho,gliel'ho,se ne ho,B,B1,"Pronomi combinati (glielo, me ne)","This sentence uses combined pronouns. 'Te' stands for 'a te' (to you), and 'l'' is an elision of 'la', the direct object pronoun for 'la rivista'. Together, 'te l'ho portata' means 'I brought it to you'.",https://www.lawlessitalian.com/grammar/pronouns/double-object-pronouns/
È fondamentale differenziare i rifiuti per proteggere il nostro pianeta.,È fondamentale ___ i rifiuti per proteggere il nostro pianeta.,It is essential to separate waste to protect our planet.,,,produrre,comprare,differenziare,gettare,C,B1,Ambiente (vocabolario e pratiche),"This question tests vocabulary related to environmental practices. 'Differenziare i rifiuti' means 'to separate waste' for recycling, a key concept in environmental protection.",
Quante pagine del libro hai letto? Ne ho lette circa cinquanta.,Quante pagine del libro hai letto? ___ ho lette circa cinquanta.,How many pages of the book have you read? I've read about fifty of them.,,,Ci,Le,Ne,Me,C,B1,Ci e ne (avanzato),"The partitive pronoun 'ne' is used to mean 'of them' or 'some of them', replacing a quantity of something previously mentioned ('pagine'). When 'ne' is used with 'passato prossimo' and the auxiliary 'avere', the past participle agrees with the noun 'ne' replaces (pagine -> lette).",https://www.lawlessitalian.com/grammar/pronouns/partitive-pronoun-ne/
"Per quel colloquio di lavoro, mi hanno chiesto di preparare una presentazione.","Per quel ___ di lavoro, mi hanno chiesto di preparare una presentazione.","For that job interview, they asked me to prepare a presentation.",,,contratto,stipendio,colloquio,licenziamento,C,B1,Lavoro (vocabolario e frasi),"This question tests work-related vocabulary. 'Colloquio di lavoro' is the correct term for a 'job interview'. The other options refer to 'contract' (contratto), 'salary' (stipendio), and 'dismissal' (licenziamento).",
Luca mi ha chiesto se avessi già finito i compiti.,Luca mi ha chiesto se ___ già finito i compiti.,Luca asked me if I had already finished the homework.,reporting a question about a past event,,hai,avevo,avessi,avresti,C,B1,Discorso indiretto,"In reported speech (discorso indiretto), when the main verb is in the past tense ('ha chiesto'), a yes/no question is introduced by 'se' and the verb tense of the subordinate clause changes. The 'passato prossimo' ('hai finito?') often becomes a 'congiuntivo trapassato' ('avessi finito').",https://www.lawlessitalian.com/grammar/verbs/reported-speech/
Mio fratello gioca a pallavolo ogni martedì sera in palestra.,Mio fratello gioca a ___ ogni martedì sera in palestra.,My brother plays volleyball every Tuesday evening in the gym.,,,pallavolo,pallanuoto,pallacanestro,pallone,A,B1,Sport e hobby (vocabolario),"Sports vocabulary: 'pallavolo' is volleyball, played in a gym setting",https://www.lawlessitalian.com/vocabulary/sports/
Alcuni studenti sono già partiti per le vacanze estive.,___ studenti sono già partiti per le vacanze estive.,Some students have already left for summer vacation.,,,Alcuni,Qualche,Ogni,Nessuno,A,B1,Pronomi indefiniti,Indefinite pronouns: 'alcuni' (some) agrees with plural 'studenti',https://www.lawlessitalian.com/grammar/pronouns/indefinite-pronouns/
La pizza in questo locale è sempre fresca e molto saporita.,La pizza in questo locale è sempre fresca e molto ___.,The pizza in this place is always fresh and very tasty.,,,saporita,cara,veloce,fredda,A,B1,Ristorante (recensioni/preferenze),"Restaurant reviews: 'saporita' means tasty/flavorful, appropriate for describing food quality",https://www.lawlessitalian.com/vocabulary/food-and-drink/
Non ho potuto venire alla festa perché ero malato.,Non ho potuto venire alla festa ___ ero malato.,I couldn't come to the party because I was sick.,,,perché,quindi,però,mentre,A,B1,Connettivi (causa/effetto/concessione),Causal connectors: 'perché' expresses the cause/reason for the action,https://www.lawlessitalian.com/grammar/conjunctions/
L'insegnante con cui ho parlato è molto preparata.,L'insegnante con ___ ho parlato è molto preparata.,The teacher I spoke with is very well-prepared.,,,cui,che,quale,chi,A,B1,Pronomi relativi (che/cui),Relative pronouns: 'cui' is used after prepositions ('con cui' = with whom),https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/
Nel nostro condominio c'è sempre qualche problema con l'ascensore che si rompe.,Nel nostro condominio c'è sempre qualche problema con l'ascensore ___ si rompe.,In our apartment building there's always some problem with the elevator that breaks down.,,,che,cui,il quale,dove,A,B1,Casa e quartiere (problemi/soluzioni),"'Che' is the relative pronoun used as subject of the relative clause, referring to 'l'ascensore'.",https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns
"Quando sono tornato a casa, i bambini avevano già finito i compiti.","Quando sono tornato a casa, i bambini ___ già finito i compiti.","When I came back home, the children had already finished their homework.",,,hanno,erano,avevano,avrebbero,C,B1,Trapassato prossimo,The trapassato prossimo (pluperfect) uses the imperfetto of 'avere' + past participle to express an action completed before another past action.,https://www.lawlessitalian.com/grammar/verbs/trapassato-prossimo
Mia madre mi ha detto che non dovevo preoccuparmi per l'esame.,Mia madre mi ha detto ___ non dovevo preoccuparmi per l'esame.,My mother told me that I shouldn't worry about the exam.,,,che,di,se,quando,A,B1,Discorso indiretto,"In indirect speech, 'che' introduces the reported statement after verbs like 'dire che' (to say that).",https://www.lawlessitalian.com/grammar/indirect-speech
Ieri sera guardavo la televisione quando è suonato il telefono.,Ieri sera ___ la televisione quando è suonato il telefono.,Last night I was watching television when the phone rang.,,,ho guardato,guardavo,guarderò,guardo,B,B1,Imperfetto vs Passato prossimo,"The imperfetto describes ongoing actions in the past, while passato prossimo describes completed actions that interrupt them.",https://www.lawlessitalian.com/grammar/verbs/imperfect-vs-past
"Dopo la laurea, spero di trovare un impiego nel settore dell'informatica.","Dopo la laurea, spero di trovare un ___ nel settore dell'informatica.","After graduation, I hope to find a job in the IT sector.",,,lavoro,impiego,posto,mestiere,B,B1,Lavoro (vocabolario e frasi),"'Impiego' is the most formal and appropriate term when referring to professional employment, especially in specific sectors.",https://www.lawlessitalian.com/vocabulary/work/
Della torta non ne è rimasta neanche una fetta.,Della torta non ___ è rimasta neanche una fetta.,"Of the cake, there isn't even one slice left.",,,ci,ne,la,gli,B,B1,Ci e ne (avanzato),"'Ne' is required to replace 'della torta' (partitive), indicating 'of it/some of it'. The construction 'non ne è rimasta' means 'none of it is left'.",https://www.lawlessitalian.com/grammar/ne-pronoun/
"Al tuo posto, parlerei subito con il direttore.","Al tuo posto, ___ subito con il direttore.","In your place, I would speak immediately with the director.",,,parlo,parlerò,parlerei,ho parlato,C,B1,Condizionale presente,"The conditional mood 'parlerei' expresses what the speaker would do in a hypothetical situation, indicated by 'al tuo posto' (in your place).",https://www.lawlessitalian.com/grammar/conditional/
