"complete_sentence","question_text","english_translation","hint","alternate_correct_responses","option_a","option_b","option_c","option_d","correct_option","cefr_level","topic","explanation","resource"
"Non si può entrare senza prenotazione.","Non ___ può entrare senza prenotazione.","One cannot enter without a reservation.","","","ti","ci","si","vi","C","A2","Si Impersonale","'Non si può' expresses general prohibition or impossibility, meaning 'one cannot' or 'it is not possible'.","https://www.lawlessitalian.com/grammar/impersonal-si"
"Write: Please sit down and wait a moment.","Write: Please sit down and wait a moment.","Please sit down and wait a moment.","formal","Si sieda e aspetti un momento, per favore; Prego, si sieda e aspetti un momento","Per favore, siediti e aspetta un momento.","Si sieda e aspetti un momento, per favore.","Sedetevi e aspettate un momento, per favore.","Siedete e aspettate un momento, per piacere.","B","A2","Imperativo Formale","The formal imperative (Lei form) uses 'si sieda' (sit down) and 'aspetti' (wait). This is the polite form for addressing someone formally.","https://www.lawlessitalian.com/grammar/imperative"
"Signora, entri pure e si accomodi!","Signora, ___ pure e si accomodi!","Madam, please come in and make yourself comfortable!","","","entri","entra","entrate","entrare","A","A2","Imperativo Formale","The formal imperative (Lei form) uses the present subjunctive. For -are verbs like 'entrare', the Lei form ends in -i: entri.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Potrebbe aiutarmi con questa valigia?","___ aiutarmi con questa valigia?","Could you help me with this suitcase?","","","Potrebbe","Potesse","Può","Potrà","A","A2","Condizionale Presente","The conditional 'potrebbe' (could) is used for polite requests, making them more formal than using the present tense.","https://www.lawlessitalian.com/grammar/conditional/"
"Te lo spiego domani.","___ spiego domani.","I'll explain it to you tomorrow.","","","Te lo","Ti lo","Te la","Ti li","A","A2","Pronomi Combinati","When combining indirect object pronoun 'ti' with direct object pronoun 'lo', 'ti' changes to 'te': te lo.","https://www.lawlessitalian.com/grammar/combined-pronouns/"
"Ci vuole pazienza con i bambini.","Ci ___ pazienza con i bambini.","One needs patience with children.","","","vuole","vogliono","mette","mettono","A","A2","Volerci vs. Metterci","Volerci is impersonal and means 'to be needed'. With singular nouns like 'pazienza', use the singular 'vuole'.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Signor Rossi, non tocchi niente!","Signor Rossi, non ___ niente!","Mr. Rossi, don't touch anything!","","","tocchi","tocca","toccate","toccare","A","A2","Imperativo Formale","The negative formal imperative uses 'non' + subjunctive. For -are verbs, the Lei form ends in -i: non tocchi.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Vorrei prenotare un tavolo per stasera.","___ prenotare un tavolo per stasera.","I would like to book a table for tonight.","","","Vorrei","Voglio","Volevo","Vorrò","A","A2","Condizionale Presente","The conditional 'vorrei' (I would like) is more polite than the present tense 'voglio' (I want) for making requests.","https://www.lawlessitalian.com/grammar/conditional/"
"Gliela porto subito.","___ porto subito.","I'll bring it to him/her right away.","feminine object","","Gliela","Glielo","Gli la","Le la","A","A2","Pronomi Combinati","When combining 'gli' (to him/her) with 'la' (it-feminine), they become one word: gliela.","https://www.lawlessitalian.com/grammar/combined-pronouns/"
"Stavamo aspettando l'autobus quando ha iniziato a piovere.","Stavamo ___ l'autobus quando ha iniziato a piovere.","We were waiting for the bus when it started to rain.","","","aspettando","aspettato","aspettare","aspettiamo","A","A2","Stare + Gerundio","The imperfect of stare + gerundio forms the past progressive. 'Aspettare' becomes 'aspettando' in the gerund form.","https://www.lawlessitalian.com/grammar/present-progressive/"
"Ci vogliono tre ore per arrivare a Roma in treno.","Ci ___ tre ore per arrivare a Roma in treno.","It takes three hours to get to Rome by train.","","","vogliono","vuole","mettono","mette","A","A2","Volerci vs. Metterci","With volerci (impersonal), use 'ci vuole' for singular time/things and 'ci vogliono' for plural. Since 'tre ore' is plural, we use 'vogliono'.","https://www.lawlessitalian.com/volerci-metterci/"
"Marco ci mette solo dieci minuti per andare al lavoro.","Marco ci ___ solo dieci minuti per andare al lavoro.","Marco takes only ten minutes to get to work.","","","mette","vuole","mettono","vogliono","A","A2","Volerci vs. Metterci","Metterci is personal and conjugates with the subject. Since 'Marco' is third person singular, we use 'mette'.","https://www.lawlessitalian.com/volerci-metterci/"
"Noi ci mettiamo sempre troppo tempo a prepararci.","Noi ci ___ sempre troppo tempo a prepararci.","We always take too much time to get ready.","","","mettiamo","mettono","vogliamo","vuole","A","A2","Volerci vs. Metterci","Metterci conjugates with the subject. For 'noi' (we), use first person plural 'mettiamo'.","https://www.lawlessitalian.com/volerci-metterci/"
"Vado dal medico domani mattina.","Vado ___ medico domani mattina.","I'm going to the doctor tomorrow morning.","","","dal","al","del","nel","A","A2","Preposizioni Semplici","Use 'da' + article when going to a person's place or profession. 'Da' + 'il' contracts to 'dal'.","https://www.lawlessitalian.com/preposizioni-articolate/"
"In Italia si mangia molta pasta.","In Italia si ___ molta pasta.","In Italy, one eats a lot of pasta.","","","mangia","mangiano","mangiare","mangiamo","A","A2","Si Impersonale","Si impersonale uses third person singular when followed by a singular object (pasta).","https://www.lawlessitalian.com/si-impersonale/"
"I miei amici sono molto simpatici.","I miei amici ___ molto simpatici.","My friends are very nice.","","","sono","è","siamo","sei","A","A2","Verbo Essere e Presente Indicativo","The verb 'essere' conjugates as 'sono' for third person plural subjects like 'i miei amici'.","https://www.lawlessitalian.com/essere-conjugation/"
"Puoi prestarmi il libro? Sì, te lo presto domani.","Puoi prestarmi il libro? Sì, ___ presto domani.","Can you lend me the book? Yes, I'll lend it to you tomorrow.","","","te lo","me lo","glielo","ce lo","A","A2","Pronomi Combinati","Combined pronouns: 'te' (to you) + 'lo' (it, masculine) = 'te lo'.","https://www.lawlessitalian.com/pronomi-combinati/"
"Mentre studiavo, mia madre preparava la cena.","Mentre ___, mia madre preparava la cena.","While I was studying, my mother was preparing dinner.","","","studiavo","ho studiato","studio","studierò","A","A2","Imperfetto vs. Passato Prossimo","Use imperfetto for ongoing background actions. 'Mentre' typically introduces imperfetto clauses.","https://www.lawlessitalian.com/imperfetto-vs-passato-prossimo/"
"Write: When I was young, I always went to the beach.","Write: When I was young, I always went to the beach.","When I was young, I always went to the beach.","","Quando ero giovane, andavo sempre al mare;Da giovane, andavo sempre al mare;Quando ero piccolo, andavo sempre al mare;Quando ero piccola, andavo sempre al mare","Quando ero giovane, andavo sempre alla spiaggia.","Quando sono stato giovane, sono andato sempre alla spiaggia.","Quando ero giovane, sono andato sempre alla spiaggia.","Quando sono giovane, vado sempre alla spiaggia.","A","A2","Imperfetto vs. Passato Prossimo","Use imperfetto for both the state of being young (ero) and the habitual action (andavo). 'Sempre' indicates repeated action.","https://www.lawlessitalian.com/imperfetto-usage/"
"Potrebbe dirmi che ora è?","___ dirmi che ora è?","Could you tell me what time it is?","formal","","Potrebbe","Puoi","Potresti","Possono","A","A2","Condizionale Presente","The conditional tense (potrebbe) is used for polite requests, especially in a formal context (indicated by the subject implied as 'Lei').","https://www.lawlessitalian.com/grammar/verbs/conditional/"
"I ragazzi stanno giocando in giardino.","I ragazzi ___ giocando in giardino.","The kids are playing in the garden.","","","stanno","stai","siete","sono","A","A2","Stare + Gerundio","The present progressive is formed with 'stare' + gerund. The correct form of 'stare' for the plural subject 'I ragazzi' (they) is 'stanno'.","https://www.lawlessitalian.com/grammar/verbs/stare-gerund/"
"Il problema di cui ti parlavo è stato risolto.","Il problema ___ ti parlavo è stato risolto.","The problem I was telling you about has been solved.","","","che","cui","il quale","di cui","D","A2","Pronomi Relativi","The relative pronoun 'cui' is used after a preposition. In this case, the verb 'parlare' requires the preposition 'di' (to speak about), making 'di cui' the correct choice.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"Vado in piscina il lunedì.","Vado in piscina ___ lunedì.","I go to the swimming pool on Mondays.","","Vado in piscina ogni lunedì.","nel","il","al","a","B","A2","Preposizioni Semplici","The definite article 'il' (or plural 'i') is used before days of the week to indicate a habitual or repeated action on that day. 'Lunedì' is a masculine noun.","https://www.lawlessitalian.com/grammar/articles/italian-definite-articles/"
"Ieri le ho dato le chiavi della macchina.","Ieri ___ ho dato le chiavi della macchina.","Yesterday I gave her the car keys.","","","gli","le","la","ci","B","A2","Pronomi Combinati","The indirect object pronoun 'le' means 'to her' and is used here because 'le chiavi' are being given to 'her'. The 'le' for a feminine indirect object does not elide before 'ho'.","https://www.lawlessitalian.com/grammar/pronouns/indirect-object-pronouns/"
"La donna che ho visto ieri è un'attrice famosa.","La donna ___ ho visto ieri è un'attrice famosa.","The woman that I saw yesterday is a famous actress.","","","che","cui","quale","chi","A","A2","Pronomi Relativi","'Che' is the most common and versatile relative pronoun, used as the subject or direct object of a verb. Here, it is the direct object of 'ho visto'.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"I miei genitori sono a casa.","I miei genitori ___ a casa.","My parents are at home.","","","siamo","state","sono","sei","C","A2","Verbo Essere e Presente Indicativo","The correct present indicative form of the verb 'essere' (to be) for the third person plural subject 'I miei genitori' (they) is 'sono'.","https://www.lawlessitalian.com/grammar/verbs/essere-verb-conjugation/"
"Ci vogliono trenta minuti per andare in centro in autobus.","___ trenta minuti per andare in centro in autobus.","It takes thirty minutes to go downtown by bus.","","","Ci mette","Ci mettevano","Ci vogliono","Ci voleva","C","A2","Volerci vs. Metterci","The impersonal verb 'volerci' (to take, to be needed) is used to express the time or quantity of something required. The verb 'volere' is conjugated based on the object, not the person. Since 'trenta minuti' (thirty minutes) is plural, the correct form is 'vogliono'.","https://www.lawlessitalian.com/grammar/impersonal-verbs/volerci-metterci/"
"Noi ci mettiamo un'ora a preparare la cena.","Noi ci ___ un'ora a preparare la cena.","It takes us an hour to prepare dinner.","","","mettono","mettiamo","metteva","voliamo","B","A2","Volerci vs. Metterci","The verb 'metterci' (to take) is used to express the time a person or people take to do something. It is a reflexive verb and the verb 'mettere' is conjugated according to the subject, 'Noi' in this case, which takes the 'mettiamo' form in the present tense.","https://www.lawlessitalian.com/grammar/impersonal-verbs/volerci-metterci/"
"Ieri ho visto un film molto bello.","Ieri ho ___ un film molto bello.","Yesterday I saw a very beautiful movie.","","","veduto","visto","vede","vedevo","B","A2","Imperfetto vs. Passato Prossimo","The 'passato prossimo' (past perfect) is used for completed actions that happened at a specific time in the past. 'Ieri' (yesterday) indicates a completed action. 'Visto' is the correct past participle of the verb 'vedere' (to see).","https://www.lawlessitalian.com/grammar/verbs/passato-prossimo/"
"Mi potresti dare un consiglio, per favore?","Mi ___ dare un consiglio, per favore?","Could you give me some advice, please?","","","potrebbe","potremmo","potresti","potrò","C","A2","Condizionale Presente","The conditional tense is used for polite requests. The verb 'potere' (to be able to, can) is an irregular verb, and 'potresti' is the correct conjugation in the 'tu' (you) form for a polite request.","https://www.lawlessitalian.com/grammar/verbs/present-conditional/"
"Vorrei del gelato, per favore.","___ del gelato, per favore.","I would like some ice cream, please.","","","Vorrei","Voglio","Vorremo","Volerete","A","A2","Condizionale Presente","The conditional form of 'volere' (to want), 'vorrei', is used to make a polite request. It is the correct form for 'io' (I).","https://www.lawlessitalian.com/grammar/verbs/present-conditional/"
"Mi piace molto viaggiare in treno.","Mi piace molto viaggiare ___ treno.","I really like traveling by train.","","","da","in","a","con","B","A2","Preposizioni Semplici","The preposition 'in' is used to talk about traveling by means of public transportation or personal vehicles that you enter, such as a train ('in treno'), car ('in macchina'), or bus ('in autobus').","https://www.lawlessitalian.com/grammar/prepositions-of-place/in/"
"Marta, ti ho preparato il caffè. Te lo porto subito.","Marta, ti ho preparato il caffè. ___ porto subito.","Marta, I prepared the coffee for you. I'll bring it to you right away.","","","Te lo","Glielo","Me lo","Ce lo","A","A2","Pronomi Combinati","Combined pronouns are used to replace both a direct and indirect object pronoun. The indirect object pronoun ('ti' for 'to you') comes first, followed by the direct object pronoun ('lo' for 'il caffè'). The correct combined pronoun for 'ti + lo' is 'te lo'.","https://www.lawlessitalian.com/grammar/pronouns/combined-pronouns/"
"Devi bere dell'acqua perché hai sete.","Devi bere ___ perché hai sete.","You have to drink some water because you are thirsty.","","","qualche acqua","tutto acqua","dell'acqua","alcuna acqua","C","A2","Aggettivi e Pronomi Indefiniti","'Dell'acqua' is the correct form of the partitive article 'di + l'acqua' and means 'some water'. It is used to express an indefinite quantity of a substance or an uncountable noun.","https://www.lawlessitalian.com/grammar/prepositions/partitive-preposition/"
"Non ho trovato nessuno in casa quando sono arrivato.","Non ho trovato ___ in casa quando sono arrivato.","I didn't find anyone at home when I arrived.","","","qualcuno","nessuno","tutti","alcuni","B","A2","Aggettivi e Pronomi Indefiniti","'Nessuno' means 'no one' or 'nobody'. In Italian, double negatives are required: 'non' + 'nessuno'.","https://www.lawlessitalian.com/grammar/indefinite-pronouns"
"Mentre studiavo, mia sorella guardava la televisione.","Mentre ___, mia sorella guardava la televisione.","While I was studying, my sister was watching television.","background action","","ho studiato","studio","studiavo","studierò","C","A2","Imperfetto vs. Passato Prossimo","The imperfect (imperfetto) describes background or ongoing actions. 'Mentre' (while) typically introduces imperfect tense.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
"Ieri sera alle otto ho chiamato Marco al telefono.","Ieri sera alle otto ___ chiamato Marco al telefono.","Yesterday evening at eight I called Marco on the phone.","specific completed action","","chiamavo","ho","avevo","stavo","B","A2","Imperfetto vs. Passato Prossimo","The compound past (passato prossimo) describes completed actions at specific times. 'Ieri sera alle otto' indicates a specific moment.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
"Da piccolo mangiavo sempre la pasta a pranzo.","Da piccolo ___ sempre la pasta a pranzo.","As a child I always ate pasta for lunch.","habitual past action","","ho mangiato","mangio","mangiavo","mangerò","C","A2","Imperfetto vs. Passato Prossimo","The imperfect describes habitual actions in the past. 'Sempre' (always) and 'da piccolo' (as a child) indicate repetition.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
"Le mie amiche stanno facendo shopping in centro.","Le mie amiche ___ facendo shopping in centro.","My friends are shopping downtown.","","","sono","hanno","stanno","vanno","C","A2","Stare + Gerundio","The present progressive uses 'stare' + gerund. Third person plural of 'stare' is 'stanno'. 'Fare' becomes 'facendo'.","https://www.lawlessitalian.com/grammar/present-progressive"
"Potresti passare dal supermercato prima di tornare a casa?","___ passare dal supermercato prima di tornare a casa?","Could you stop by the supermarket before going home?","","","Puoi","Potevi","Potresti","Potrai","C","A2","Condizionale Presente","The conditional 'potresti' (could you) makes polite requests, more courteous than the present indicative 'puoi' (can you).","https://www.lawlessitalian.com/grammar/conditional"
"Domani vado in vacanza al mare con i miei amici.","Domani vado in vacanza ___ mare con i miei amici.","Tomorrow I'm going on vacation to the sea with my friends.","","","nel","al","dal","sul","B","A2","Preposizioni Semplici","The preposition 'a' (contracted as 'al') indicates destination or direction. 'Al mare' means 'to the sea/seaside'.","https://www.lawlessitalian.com/grammar/prepositions"
"Per imparare una lingua ci vuole molta pazienza.","Per imparare una lingua ___ vuole molta pazienza.","To learn a language takes a lot of patience.","","","mi","ti","ci","si","C","A2","Volerci vs. Metterci","'Volerci' is impersonal and expresses what is needed in general. 'Ci vuole' is used with singular subjects.","https://www.lawlessitalian.com/grammar/volerci-metterci"
"Tu e Marco siete molto bravi a cucinare.","Tu e Marco ___ molto bravi a cucinare.","You and Marco are very good at cooking.","","","è","sono","siete","hanno","C","A2","Verbo Essere e Presente Indicativo","The verb 'essere' agrees with the subject. 'Tu e Marco' (you and Marco) requires second person plural 'siete'.","https://www.lawlessitalian.com/grammar/essere"
"Mentre leggevo il giornale, è squillato il telefono.","Mentre ___ il giornale, è squillato il telefono.","While I was reading the newspaper, the phone rang.","","","leggevo","ho letto","leggo","lessi","A","A2","Imperfetto vs. Passato Prossimo","Use imperfetto for ongoing background actions (mentre leggevo) and passato prossimo for specific completed events (è squillato).","https://www.lawlessitalian.com/grammar/imperfetto-vs-passato-prossimo/"
"Da bambina andavo sempre al mare d'estate.","Da bambina ___ sempre al mare d'estate.","As a child, I always used to go to the sea in summer.","habitual action","","andavo","sono andata","vado","andrò","A","A2","Imperfetto vs. Passato Prossimo","Imperfetto expresses habitual or repeated actions in the past. 'Sempre' with past time reference indicates repetition.","https://www.lawlessitalian.com/grammar/imperfetto-vs-passato-prossimo/"
"Ce le hanno regalate per il nostro anniversario.","___ hanno regalate per il nostro anniversario.","They gave them to us for our anniversary.","feminine plural objects","","Ce le","Ce li","Ci le","Ce la","A","A2","Pronomi Combinati","When combining 'ci' (to us) with 'le' (them-feminine), 'ci' changes to 'ce': ce le. The past participle agrees with the direct object.","https://www.lawlessitalian.com/grammar/combined-pronouns/"
"Dottoressa, aspetti un momento!","Dottoressa, ___ un momento!","Doctor, wait a moment!","","","aspetti","aspetta","aspettate","aspettare","A","A2","Imperativo Formale","The formal imperative (Lei form) for -are verbs uses the present subjunctive ending -i: aspetti.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Ci mettono venti minuti per arrivare a scuola.","Ci ___ venti minuti per arrivare a scuola.","They take twenty minutes to get to school.","they take time","","mettono","vogliono","mette","vuole","A","A2","Volerci vs. Metterci","Metterci is personal and conjugates with the subject. 'Loro ci mettono' means 'they take (time)'.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Volevo chiamarti, ma non avevo il tuo numero.","___ chiamarti, ma non avevo il tuo numero.","I wanted to call you, but I didn't have your number.","","","Volevo","Ho voluto","Voglio","Vorrò","A","A2","Imperfetto vs. Passato Prossimo","Modal verbs like 'volere' use imperfetto when expressing an intention or desire that wasn't fulfilled.","https://www.lawlessitalian.com/grammar/imperfetto-vs-passato-prossimo/"
"Signora, non dimentichi di firmare qui!","Signora, non ___ di firmare qui!","Madam, don't forget to sign here!","","","dimentichi","dimentica","dimenticate","dimenticare","A","A2","Imperativo Formale","The negative formal imperative uses 'non' + subjunctive. For -are verbs, the Lei form ends in -i: non dimentichi.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Ve lo mando domani per email.","___ mando domani per email.","I'll send it to you (plural) tomorrow by email.","to you plural","","Ve lo","Vi lo","Ve la","Ti lo","A","A2","Pronomi Combinati","When combining 'vi' (to you-plural) with 'lo' (it-masculine), 'vi' changes to 've': ve lo.","https://www.lawlessitalian.com/grammar/combined-pronouns/"
"Stava piovendo quando siamo usciti.","Stava ___ quando siamo usciti.","It was raining when we went out.","","","piovendo","piovuto","piovere","piove","A","A2","Stare + Gerundio","The imperfect of stare + gerundio describes an ongoing action in the past. 'Piovere' becomes 'piovendo'.","https://www.lawlessitalian.com/grammar/present-progressive/"
"Ieri ho incontrato Maria mentre facevo la spesa.","Write: Yesterday I met Maria while I was shopping.","Yesterday I met Maria while I was shopping.","","Ieri ho incontrato Maria mentre facevo spesa","Ieri ho incontrato Maria mentre facevo la spesa.","Ieri incontravo Maria mentre facevo la spesa.","Ieri ho incontrato Maria mentre ho fatto la spesa.","Ieri incontravo Maria mentre ho fatto la spesa.","A","A2","Imperfetto vs. Passato Prossimo","Use passato prossimo for the main completed event (ho incontrato) and imperfetto for the ongoing background action (facevo).","https://www.lawlessitalian.com/grammar/imperfetto-vs-passato-prossimo/"
"Studio l'italiano da tre anni.","Studio l'italiano ___ tre anni.","I have been studying Italian for three years.","","","da","per","in","a","A","A2","Preposizioni Semplici","Use 'da' to express duration from a starting point continuing to the present (since/for with present tense).","https://www.lawlessitalian.com/preposizioni-tempo/"
"Abito in questa casa dal 2020.","Abito ___ questa casa dal 2020.","I have been living in this house since 2020.","","","in","a","su","da","A","A2","Preposizioni Semplici","Use 'in' with places of residence like casa, appartamento. 'In' doesn't require an article with 'casa'.","https://www.lawlessitalian.com/preposizioni-luogo/"
"La ragazza che lavora con me è molto gentile.","La ragazza ___ lavora con me è molto gentile.","The girl who works with me is very kind.","","","che","cui","quale","chi","A","A2","Pronomi Relativi","'Che' is the most common relative pronoun, used as subject or direct object without a preposition.","https://www.lawlessitalian.com/pronomi-relativi/"
"Il ristorante in cui abbiamo cenato era ottimo.","Il ristorante in ___ abbiamo cenato era ottimo.","The restaurant where we had dinner was excellent.","","","cui","che","quale","chi","A","A2","Pronomi Relativi","'Cui' is used after prepositions (in, con, di, a, etc.) in relative clauses.","https://www.lawlessitalian.com/cui-relative-pronoun/"
"Quando sono arrivato, tutti dormivano già.","Quando sono arrivato, tutti ___ già.","When I arrived, everyone was already sleeping.","","","dormivano","hanno dormito","dormirono","dormono","A","A2","Imperfetto vs. Passato Prossimo","Use imperfetto for ongoing states/actions when another action (passato prossimo) occurred.","https://www.lawlessitalian.com/imperfetto-vs-passato-prossimo/"
"I bambini stanno giocando in giardino.","I bambini ___ giocando in giardino.","The children are playing in the garden.","","","stanno","sono","hanno","vanno","A","A2","Stare + Gerundio","Present progressive uses 'stare' + gerund to express ongoing actions happening right now.","https://www.lawlessitalian.com/stare-gerundio/"
"Hai visto le chiavi? Sì, ce le ho in tasca.","Hai visto le chiavi? Sì, ___ ho in tasca.","Have you seen the keys? Yes, I have them in my pocket.","","","ce le","me le","te le","se le","A","A2","Pronomi Combinati","'Ce' (there/here) + 'le' (them, feminine) = 'ce le' meaning 'I have them here/there'.","https://www.lawlessitalian.com/pronomi-combinati/"
"Posso dare la ricetta a Maria? Certo, gliela puoi dare.","Posso dare la ricetta a Maria? Certo, ___ puoi dare.","Can I give the recipe to Maria? Sure, you can give it to her.","","","gliela","le la","la le","se la","A","A2","Pronomi Combinati","'Gli/le' (to him/her) + 'la' (it, feminine) becomes 'gliela'. The indirect pronoun changes to 'glie-' before direct object pronouns.","https://www.lawlessitalian.com/glielo-gliela/"
"Che cosa fate voi nel fine settimana?","Che cosa ___ voi nel fine settimana?","What do you (all) do on the weekend?","","","fanno","fate","facciamo","fai","B","A2","Verbo Essere e Presente Indicativo","The verb 'fare' (to do/make) is irregular. The correct present tense conjugation for the second person plural 'voi' (you all) is 'fate'.","https://www.lawlessitalian.com/grammar/present-tense/"
"Ho qualche libro interessante da leggere.","Ho ___ libro interessante da leggere.","I have some interesting books to read.","","","alcuni","qualche","nessun","molti","B","A2","Aggettivi e Pronomi Indefiniti","The indefinite adjective 'qualche' (some) is always followed by a singular noun ('libro'), even though it conveys a plural meaning. 'Alcuni' must be followed by a plural noun ('alcuni libri').","https://www.lawlessitalian.com/grammar/adjectives/indefinite-adjectives/"
"Stamattina non ho mangiato niente.","Stamattina non ho mangiato ___.","This morning I didn't eat anything.","","nulla","qualcosa","niente","nessuno","qualche","B","A2","Aggettivi e Pronomi Indefiniti","In a negative sentence, 'niente' or 'nulla' means 'nothing' or 'not anything'. 'Qualcosa' (something) is used in affirmative sentences. 'Nessuno' refers to people ('no one').","https://www.lawlessitalian.com/grammar/pronouns/indefinite-pronouns/"
"Mentre studiavo, il telefono ha squillato.","Mentre ___, il telefono ha squillato.","While I was studying, the telephone rang.","","","ho studiato","studio","studiavo","studierò","C","A2","Imperfetto vs. Passato Prossimo","The imperfect tense ('studiavo') is used to describe an ongoing background action in the past. The 'passato prossimo' ('ha squillato') is used for the main, completed action that interrupted it.","https://www.lawlessitalian.com/grammar/verbs/imperfect-vs-passato-prossimo/"
"Per arrivare a Milano ci vuole circa un'ora.","Per arrivare a Milano ___ vuole circa un'ora.","It takes about an hour to get to Milan.","","","mi","si","ci","ti","C","A2","Volerci vs. Metterci","The verb 'volerci' is used to express the time or resources needed for something in an impersonal way. It always uses the pronoun 'ci'. The form 'ci vuole' is used with singular nouns like 'un'ora'.","https://www.lawlessitalian.com/grammar/verbs/volerci-metterci/"
"Quanto tempo ci mettete a prepararvi la mattina?","Quanto tempo ___ a prepararvi la mattina?","How long does it take you (all) to get ready in the morning?","","","ci vuole","vi mette","ci mettete","ci mettiamo","C","A2","Volerci vs. Metterci","The verb 'metterci' is used to express the time a specific person takes to do something. The subject is 'voi' (implied by the reflexive pronoun 'vi' in 'prepararvi'), so the correct verb form is 'ci mettete'.","https://www.lawlessitalian.com/grammar/verbs/volerci-metterci/"
"La città in cui abito è molto bella.","La città in ___ abito è molto bella.","The city in which I live is very beautiful.","","","che","cui","la quale","chi","B","A2","Pronomi Relativi","The relative pronoun 'cui' is used after a preposition (like 'in', 'a', 'di', 'con') to mean 'which' or 'whom'. 'Che' cannot be used after a preposition. 'La quale' would also be correct, but it is not offered as a standalone option and is less common in everyday speech.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"Mi scusi, prenda la seconda strada a destra.","Mi scusi, ___ la seconda strada a destra.","Excuse me (formal), take the second street on the right.","formal","","prendi","prende","prenderà","prenda","D","A2","Imperativo Formale","The formal imperative (for 'Lei') of regular -ere verbs is formed by taking the stem and adding '-a'. Therefore, the formal command for 'prendere' is 'prenda'. 'Prendi' is the informal 'tu' form.","https://www.lawlessitalian.com/grammar/verbs/imperative/"
"Mi ha dato un libro che mi è piaciuto molto.","Mi ha dato un libro ___ mi è piaciuto molto.","He gave me a book that I liked a lot.","","","chi","che","cui","a che","B","A2","Pronomi Relativi","The relative pronoun 'che' is used here to refer to the book, which is the direct object of the verb 'piacere' (to like) in the second clause. It functions as 'that' or 'which'.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"La persona con cui ho parlato è il direttore.","La persona con ___ ho parlato è il direttore.","The person with whom I spoke is the director.","","","che","quale","cui","chi","C","A2","Pronomi Relativi","The relative pronoun 'cui' (whom/which) is used after a preposition, in this case 'con' (with), to refer to a person or thing. 'La quale' would also be grammatically correct but 'cui' is more common in spoken Italian.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"Ho visto qualcosa di strano in giardino.","Ho visto ___ di strano in giardino.","I saw something strange in the garden.","","","nessuno","alcuni","qualche","qualcosa","D","A2","Aggettivi e Pronomi Indefiniti","The indefinite pronoun 'qualcosa' means 'something'. It is always followed by the preposition 'di' when used with an adjective, such as 'strano' (strange).","https://www.lawlessitalian.com/grammar/pronouns/indefinite-pronouns/"
"In questa classe ci sono alcuni studenti francesi.","In questa classe ci sono ___ studenti francesi.","In this class there are some French students.","","","qualche","alcuni","qualcosa","ognuno","B","A2","Aggettivi e Pronomi Indefiniti","The indefinite adjective 'alcuni' means 'some' and must agree in gender and number with the noun it modifies. Here, 'studenti' is a masculine plural noun, so 'alcuni' is the correct form.","https://www.lawlessitalian.com/grammar/adjectives/indefinite-adjectives/"
"Non ho la macchina, me l'ha rubata una settimana fa.","Non ho la macchina, ___ rubata una settimana fa.","I don't have the car, someone stole it from me a week ago.","","","me l'ha","gliela","ce l'ha","te lo","A","A2","Pronomi Combinati","This sentence uses a combined pronoun to replace both the direct object 'la macchina' and the indirect object 'a me'. The combined pronoun for 'mi + la' is 'me la', which becomes 'me l'ha' before a verb starting with 'h'.","https://www.lawlessitalian.com/grammar/pronouns/combined-pronouns/"
"Mi ha chiesto un favore e gliel'ho concesso.","Mi ha chiesto un favore e ___ concesso.","He asked me for a favor and I granted it to him.","","","me l'ha","gliel'ho","ce l'ho","ve li","B","A2","Pronomi Combinati","This sentence uses a combined pronoun for 'a lui/lei' (to him/her) and 'il favore' (the favor). The combined pronoun 'gli + lo' is 'glielo', which becomes 'gliel'ho' before the verb 'avere' in the past tense.","https://www.lawlessitalian.com/grammar/pronouns/combined-pronouns/"
"Che cosa stai facendo in questo momento?","Che cosa ___ facendo in questo momento?","What are you doing at this moment?","","","sei","stai","fai","stai facendo","B","A2","Stare + Gerundio","The 'stare + gerund' construction is used to talk about an action in progress. The correct conjugation of the verb 'stare' for the 'tu' form is 'stai'.","https://www.lawlessitalian.com/grammar/verbs/stare-gerund-present-progressive/"
