"complete_sentence","question_text","english_translation","hint","alternate_correct_responses","option_a","option_b","option_c","option_d","correct_option","cefr_level","topic","explanation","resource"
"Oggi è il primo maggio, è un giorno di festa in Italia.","Oggi è il ___ maggio, è un giorno di festa in Italia.","Today is the first of May, it is a holiday in Italy.","","1º","primo","uno","un","prima","A","A2","Numeri ordinali","In Italian dates, ordinal numbers are used only for the first day of the month (il primo). All other days use cardinal numbers (il due, il tre, etc.).","https://www.lawlessitalian.com/vocabulary/ordinal-numbers/"
"Non sono mai stato in America, ma vorrei visitare New York.","Non sono ___ stato in America, ma vorrei visitare New York.","I have never been to America, but I would like to visit New York.","","","mai","niente","nessuno","sempre","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","The construction 'non... mai' means 'never'. In the Passato Prossimo, 'mai' is placed between the auxiliary verb and the past participle.","https://www.lawlessitalian.com/grammar/negative-adverbs/"
"Adesso vivo da solo, non abito più con i miei genitori.","Adesso vivo da solo, non abito ___ con i miei genitori.","Now I live alone, I don't live with my parents anymore.","","","più","mai","ancora","sempre","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","'Non... più' means 'not anymore' or 'no longer'. It indicates that a past habit or situation (living with parents) has ceased.","https://www.lawlessitalian.com/grammar/negative-adverbs/"
"Signor Bianchi, prenda questa medicina due volte al giorno.","Signor Bianchi, ___ questa medicina due volte al giorno.","Mr. Bianchi, take this medicine twice a day.","Formal imperative (Lei)","","prenda","prendi","prende","prendete","A","A2","Imperativo Formale","For the formal imperative (Lei form), verbs ending in -ere (like prendere) change the vowel to -a. Thus, 'prendere' becomes 'prenda'.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Ogni mattina faccio la doccia e poi mi vesto subito.","Ogni mattina faccio la doccia e poi mi ___ subito.","Every morning I take a shower and then I get dressed immediately.","Reflexive verb, first person singular","","vesto","veste","vestiamo","vesti","A","A2","Routine quotidiana dettagliata","Reflexive verbs are common in daily routines. 'Vestirsi' (to get dressed) conjugated for 'io' (I) is 'mi vesto'.","https://www.lawlessitalian.com/grammar/reflexive-verbs/"
"Abito in questa città da cinque anni.","Abito in questa città ___ cinque anni.","I have lived in this city for five years.","Action started in past, continuing now","","da","fa","tra","fra","A","A2","Espressioni di tempo (fa, da, tra/fra; ore)","Italian uses the present tense + 'da' to describe an action that started in the past and is still continuing (equivalent to English 'have been doing for').","https://www.lawlessitalian.com/grammar/preposition-da/"
"Il treno parte tra dieci minuti, dobbiamo correre alla stazione.","Il treno parte tra dieci minuti, ___ correre alla stazione.","The train leaves in ten minutes, we must run to the station.","Expresses necessity","","dobbiamo","possiamo","vogliamo","sappiamo","A","A2","Verbi modali + infinito","The context (the train leaving soon) implies a necessity to act, so 'dobbiamo' (we must/have to) is the correct modal verb.","https://www.lawlessitalian.com/grammar/dovere-lesson/"
"Per cuocere la pasta ci vogliono dieci minuti.","Per cuocere la pasta ci ___ dieci minuti.","It takes ten minutes to cook the pasta.","Impersonal time needed (plural subject)","","vogliono","vuole","mette","mettono","A","A2","Volerci vs. Metterci","With the impersonal verb 'volerci' (to take time), we use 'ci vogliono' because the subject is plural ('dieci minuti'). 'Ci vuole' is for singular time.","https://www.lawlessitalian.com/grammar/volerci/"
"Io ci metto venti minuti per andare al lavoro.","Io ci ___ venti minuti per andare al lavoro.","I take twenty minutes to get to work.","Personal time taken (I take)","","metto","mette","vuole","vogliono","A","A2","Volerci vs. Metterci","'Metterci' is used when a specific person takes time to do something. Since the subject is 'Io' (I), the correct conjugation is 'metto'.","https://www.lawlessitalian.com/grammar/metterci/"
"Vado a Parigi per il fine settimana.","Vado ___ Parigi per il fine settimana.","I am going to Paris for the weekend.","Movement toward a city","","a","in","da","su","A","A2","Preposizioni Semplici","In Italian, the preposition 'a' is used with cities (a Roma, a Parigi), while 'in' is used with countries or regions (in Italia, in Toscana).","https://www.lawlessitalian.com/grammar/preposition-a/"
"Vai alla festa di Luca stasera? No, non ci vado, sono stanco.","Vai alla festa di Luca stasera? No, non ___ vado, sono stanco.","Are you going to Luca's party tonight? No, I'm not going (there), I'm tired.","Replaces 'to the party' (location)","","ci","ne","la","lo","A","A2","Particella ci (base)","The particle 'ci' replaces a location mentioned previously (alla festa). 'Ne' replaces quantity or 'di' phrases.","https://www.lawlessitalian.com/grammar/ci-adverb/"
"In Svizzera si parlano tre lingue ufficiali.","In Svizzera ___ tre lingue ufficiali.","In Switzerland, three official languages are spoken.","","","si parlano","si parla","ci parlano","parlano","A","A2","Si Impersonale","This is the 'si passivante'. Because the object 'tre lingue ufficiali' is plural, the verb must be plural ('si parlano'). 'Si parla' would be for a singular object.","https://www.lawlessitalian.com/grammar/si-impersonale/"
"Abito al quinto piano e devo sempre salire le scale.","Abito al ___ piano e devo sempre salire le scale.","I live on the fifth floor and I always have to climb the stairs.","","","quinto","cinque","quinta","quinti","A","A2","Numeri ordinali","For floors in Italian, use ordinal numbers (primo, secondo, terzo, quarto, quinto, etc.). 'Piano' is masculine singular, so 'quinto' must agree. Cardinal numbers like 'cinque' are not used for floors.","https://www.lawlessitalian.com/grammar/ordinal-numbers/"
"Lavoro in ufficio dalle nove alle cinque ogni giorno.","Lavoro in ___ dalle nove alle cinque ogni giorno.","I work in an office from nine to five every day.","","","ufficio","uffici","l'ufficio","un'ufficio","A","A2","Lavoro/ufficio (base)","The expression 'lavorare in ufficio' (to work in an office) doesn't require an article when referring to the general workplace environment. 'Ufficio' is masculine, so 'un'ufficio' is incorrect.","https://www.lawlessitalian.com/vocabulary/work/"
"Ieri abbiamo visto un film molto divertente al cinema.","Ieri abbiamo ___ un film molto divertente al cinema.","Yesterday we saw a very funny film at the cinema.","","","visto","veduto","vedere","vediamo","A","A2","Participio passato (comuni; irregolari frequenti)","The past participle of 'vedere' is irregular: 'visto' (though 'veduto' exists, 'visto' is far more common). It's used with 'avere' in the passato prossimo for the action of seeing something.","https://www.lawlessitalian.com/grammar/past-participle/"
"Per pranzo vorrei ordinare la pasta del giorno.","Per pranzo vorrei ordinare la pasta ___ giorno.","For lunch I would like to order the pasta of the day.","","","del","di il","della","dal","A","A2","Ristorante (menu/prenotare/conti)","The preposition 'di' + article 'il' must contract to 'del'. 'Il giorno' is masculine singular, so 'della' (feminine) and 'dal' (from) are incorrect. 'Di il' is never used in Italian.","https://www.lawlessitalian.com/grammar/prepositions/di/"
"Il gatto dorme sempre sul divano in salotto.","Il gatto dorme sempre ___ divano in salotto.","The cat always sleeps on the sofa in the living room.","","","sul","su il","sulla","nel","A","A2","Preposizioni articolate","The preposition 'su' (on) + article 'il' must contract to 'sul'. 'Il divano' is masculine singular, so 'sulla' (feminine) is incorrect. 'Nel' means 'in the', not 'on the'. 'Su il' is never used.","https://www.lawlessitalian.com/grammar/prepositions/su/"
"Per andare da casa all'università ci metto mezz'ora.","Per andare da casa all'università ci ___ mezz'ora.","To go from home to the university I take half an hour.","","","metto","vuole","vogliono","mettiamo","A","A2","Volerci vs. Metterci","'Metterci' is used when a specific person takes time to do something (personal). 'Io ci metto' = I take. 'Volerci' is impersonal and would require 'ci vuole' (it takes), but here the subject 'io' is implied.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Per cucinare questa ricetta ci vogliono tre ore.","Per cucinare questa ricetta ci ___ tre ore.","To cook this recipe it takes three hours.","","","vogliono","vuole","metto","mettiamo","A","A2","Volerci vs. Metterci","'Volerci' is impersonal and means 'to be necessary/to take' (time/things needed). With plural subject 'tre ore', use 'ci vogliono'. 'Metterci' requires a personal subject, which this sentence lacks.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Oggi il cielo è nuvoloso e sembra che pioverà.","Oggi il cielo è ___ e sembra che pioverà.","Today the sky is cloudy and it seems like it will rain.","","","nuvoloso","sole","sereno","caldo","A","A2","Tempo (weather) – esteso","Nuvoloso means 'cloudy' and is used to describe overcast sky conditions. It's an adjective that agrees with 'cielo' (masculine singular).","https://www.lawlessitalian.com/vocabulary/weather/"
"Mia sorella è più alta di me.","Mia sorella è più alta ___ me.","My sister is taller than me.","","","di","che","del","da","A","A2","Comparativi e superlativi (base)","In comparisons with 'più' or 'meno', use 'di' before nouns, pronouns, or numbers. 'Che' is used when comparing two adjectives, verbs, or quantities with the same subject.","https://www.lawlessitalian.com/grammar/comparative/"
"A colazione mangio delle fette biscottate con la marmellata.","A colazione mangio ___ fette biscottate con la marmellata.","For breakfast I eat some rusks with jam.","","","delle","le","una","di","A","A2","Articoli partitivi","The partitive article 'delle' (di + le) means 'some' and is used with plural countable nouns to indicate an unspecified quantity.","https://www.lawlessitalian.com/grammar/partitive-articles/"
"Ieri sera mi è piaciuto molto il concerto.","Ieri sera mi ___ piaciuto molto il concerto.","Last night I really liked the concert.","","","è","ha","sono","hanno","A","A2","Piacere (con pronomi; passato)","Piacere in the passato prossimo uses 'essere' as auxiliary. With singular subject 'il concerto', use 'è piaciuto'. The past participle agrees with the subject (masculine singular).","https://www.lawlessitalian.com/grammar/piacere/"
"Il mio capo lavora in ufficio dalle nove alle sei.","Il mio ___ lavora in ufficio dalle nove alle sei.","My boss works in the office from nine to six.","","","capo","collega","dipendente","cliente","A","A2","Lavoro/ufficio (base)","Capo means 'boss' or 'head/manager'. It's a common workplace vocabulary term at A2 level.","https://www.lawlessitalian.com/vocabulary/work/"
"La ragazza che abita accanto a noi è molto gentile.","La ragazza ___ abita accanto a noi è molto gentile.","The girl who lives next to us is very kind.","","","che","cui","chi","quale","A","A2","Pronomi Relativi","The relative pronoun 'che' (who/that/which) is used as both subject and direct object. Here it's the subject of 'abita'. 'Cui' is used only after prepositions.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Non ho studiato molto, però ho preso un bel voto.","Non ho studiato molto, ___ ho preso un bel voto.","I didn't study much, yet I got a good grade.","","","però","quindi","perché","quando","A","A2","Congiunzioni e connettivi (base)","The conjunction 'però' (however/yet) is used to introduce a contrast between the first clause (not studying much) and the surprising result (good grade).","https://www.lawlessitalian.com/grammar/conjunctions/"
"Gli studenti devono comprare i libri per il corso di storia.","Gli studenti devono comprare i ___ per il corso di storia.","The students must buy the books for the history course.","","","banchi","voti","libri","esami","C","A2","Scuola/Università (base)","'Libri' (books) are the study materials students buy for a course. 'Banchi' are desks, 'voti' are grades, and 'esami' are exams.","https://www.lawlessitalian.com/vocabulary/school/"
"La città in cui abito è molto antica.","La città in ___ abito è molto antica.","The city in which I live is very ancient.","","","chi","che","quale","cui","D","A2","Pronomi Relativi","When a relative pronoun follows a preposition (in this case 'in'), 'cui' is the correct form. 'Che' cannot follow a preposition.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Marco non ha la macchina, gli dai un passaggio tu?","Marco non ha la macchina, ___ dai un passaggio tu?","Marco doesn't have a car, will you give him a ride?","indirect object","","lo","le","gli","li","C","A2","Pronomi indiretti","We need the indirect object pronoun for 'a Marco' (to him). The correct form is 'gli'. 'Lo' is a direct object pronoun.","https://www.lawlessitalian.com/grammar/indirect-object-pronouns/"
"Mi si è rotta l'auto, posso prendere in prestito la tua?","Mi si è rotta l'auto, posso prendere in ___ la tua?","My car broke down, can I borrow yours?","","","prestito","affitto","cambio","regalo","A","A2","Prestare e chiedere in prestito","The correct idiom for 'to borrow' is 'prendere in prestito'. While 'prestare' means to lend, borrowing requires this specific phrase.","https://www.lawlessitalian.com/vocabulary/shopping/"
"Hai comprato le scarpe nuove? Sì, le ho comprate ieri.","Hai comprato le scarpe nuove? Sì, ___ ho comprate ieri.","Did you buy the new shoes? Yes, I bought them yesterday.","","","li","le","la","lo","B","A2","Pronomi diretti","'Le scarpe' is feminine plural. In the passato prossimo, the direct object pronoun 'le' is used, and the past participle 'comprate' agrees with it.","https://www.lawlessitalian.com/grammar/direct-object-pronouns/"
"Il libro che ho letto la settimana scorsa è molto interessante.","Il libro ___ ho letto la settimana scorsa è molto interessante.","The book that I read last week is very interesting.","","","che","chi","cui","quale","A","A2","Pronomi Relativi","Use 'che' as a relative pronoun for both subjects and direct objects (the book that I read). 'Chi' refers to people ('those who'), and 'cui' is used after prepositions.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Ecco la penna con cui scrivo tutte le mie lettere.","Ecco la penna con ___ scrivo tutte le mie lettere.","Here is the pen with which I write all my letters.","","","cui","che","chi","dove","A","A2","Pronomi Relativi","When a relative pronoun follows a preposition (like 'con'), use 'cui'. 'Che' cannot follow a preposition in this context.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Non c'è niente nel frigorifero, dobbiamo fare la spesa.","Non c'è ___ nel frigorifero, dobbiamo fare la spesa.","There is nothing in the fridge, we must go grocery shopping.","","nulla","niente","mai","sempre","qualcuno","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","The negative structure 'non... niente' means 'not... anything' or 'nothing'. 'Mai' means 'never' and would not fit the context of items in a fridge.","https://www.lawlessitalian.com/grammar/negative-adverbs/"
"Posso fare una domanda, professore?","Posso ___ una domanda, professore?","Can I ask a question, professor?","","","fare","faccio","fatto","facendo","A","A2","Verbi modali + infinito","Modal verbs like 'potere' (Posso) are immediately followed by the infinitive form of the verb ('fare') without a preposition.","https://www.lawlessitalian.com/grammar/modal-verbs/"
"È il compleanno di Anna, le regalo un libro.","È il compleanno di Anna, ___ regalo un libro.","It is Anna's birthday, I give her a book.","","","le","gli","la","lo","A","A2","Pronomi indiretti","Use the indirect object pronoun 'le' to mean 'to her' (to Anna). 'Gli' means 'to him', and 'la' is a direct object pronoun.","https://www.lawlessitalian.com/grammar/indirect-object-pronouns/"
"Marco ha bevuto tutto il latte stamattina.","Marco ha ___ tutto il latte stamattina.","Marco drank all the milk this morning.","","","bevuto","bevedo","bevuoto","beveva","A","A2","Participio passato (comuni; irregolari frequenti)","The past participle of the verb 'bere' (to drink) is irregular: 'bevuto'. The other options are incorrect forms.","https://www.lawlessitalian.com/grammar/past-tense-participio-passato/"
"Le vacanze in montagna ci sono piaciute molto.","Le vacanze in montagna ci sono ___ molto.","We liked the holidays in the mountains a lot.","","","piaciute","piaciuti","piaciuto","piacciono","A","A2","Piacere (con pronomi; passato)","In the Passato Prossimo, 'piacere' is conjugated with 'essere' and the past participle agrees with the subject ('Le vacanze' = feminine plural). Therefore, 'piaciute' is correct.","https://www.lawlessitalian.com/grammar/piacere/"
"Ieri sera sono andato al cinema con i miei amici.","Ieri sera ___ andato al cinema con i miei amici.","Last night I went to the cinema with my friends.","masculine speaker","","sono","ho","ero","avevo","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","Motion verbs like 'andare' require the auxiliary 'essere' in passato prossimo, not 'avere'. The past participle agrees with the subject.","https://www.lawlessitalian.com/grammar/verbs/past-participle-agreement/"
"Maria e Luisa sono partite per Roma stamattina.","Maria e Luisa sono ___ per Roma stamattina.","Maria and Luisa left for Rome this morning.","","","partite","partito","partiti","partita","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","With auxiliary 'essere', the past participle must agree in gender and number with the subject. Two feminine subjects require the feminine plural ending -e.","https://www.lawlessitalian.com/grammar/verbs/past-participle-agreement/"
"Oggi c'è il sole ma fa un po' freddo.","Oggi c'è il sole ma fa un po' ___.","Today it's sunny but it's a bit cold.","","","freddo","caldo","vento","pioggia","A","A2","Tempo (weather) – esteso","The conjunction 'ma' (but) indicates contrast with 'c'è il sole' (it's sunny). 'Fa freddo' means 'it's cold' in weather expressions.","https://www.lawlessitalian.com/grammar/adverbs/weather/"
"Ho comprato del formaggio e delle mele al mercato.","Ho comprato ___ formaggio e delle mele al mercato.","I bought some cheese and some apples at the market.","","","del","il","un","dello","A","A2","Confronto articoli (def/indef/partitivi)","Partitive articles express 'some' in Italian. 'Del' is the masculine singular partitive (di + il) used before masculine nouns starting with consonants.","https://www.lawlessitalian.com/grammar/articles/partitive/"
"Scusi, a che ora parte il prossimo treno per Firenze?","Scusi, a che ora parte il prossimo ___ per Firenze?","Excuse me, at what time does the next train to Florence leave?","","","treno","autobus","aereo","biglietto","A","A2","Viaggi (trasporti, biglietti)","Context clue 'per Firenze' (to Florence) and the verb 'parte' (leaves/departs) indicate transportation. 'Treno' (train) is the most common transport between Italian cities.","https://www.lawlessitalian.com/vocabulary/transportation/"
"Mentre studiavo, è arrivata mia sorella.","Mentre ___, è arrivata mia sorella.","While I was studying, my sister arrived.","","","studiavo","ho studiato","studio","studierò","A","A2","Imperfetto vs. Passato Prossimo","'Mentre' (while) introduces a background action in progress, requiring imperfetto. The main event 'è arrivata' (arrived) is in passato prossimo as a completed action that interrupted the ongoing activity.","https://www.lawlessitalian.com/grammar/verbs/imperfetto-vs-passe-compose/"
"Non conosco nessuno in questa città.","Non conosco ___ in questa città.","I don't know anyone in this city.","","","nessuno","qualcuno","tutti","alcuni","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","Italian uses double negatives: 'non...nessuno' means 'not anyone/nobody'. Both negative words are required in standard Italian, unlike English.","https://www.lawlessitalian.com/grammar/negation/"
"Non c'è niente di interessante alla televisione stasera.","Non c'è ___ di interessante alla televisione stasera.","There's nothing interesting on television tonight.","","","niente","qualcosa","tutto","molto","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","The double negative 'non...niente' (or 'non...nulla') means 'nothing'. Italian requires both 'non' and the negative word, unlike English.","https://www.lawlessitalian.com/grammar/negation/"
"Ragazzi, fate attenzione quando attraversate la strada!","Ragazzi, ___ attenzione quando attraversate la strada!","Guys, pay attention when you cross the street!","","","fate","fai","faccia","fanno","A","A2","Imperativo (tu/noi/voi; base)","The imperative for 'voi' (you plural/informal) of 'fare' is 'fate'. This matches the regular present indicative form for this verb.","https://www.lawlessitalian.com/grammar/imperative/"
"Dottore, mi dica pure il risultato dell'esame.","Dottore, mi ___ pure il risultato dell'esame.","Doctor, please tell me the result of the exam.","formal imperative","","dica","dice","di'","dite","A","A2","Imperativo Formale","The formal imperative (Lei form) uses the congiuntivo presente. For 'dire', the Lei form is 'dica'. The informal tu imperative would be 'di''.","https://www.lawlessitalian.com/grammar/imperative/"
"Vorrei prenotare un tavolo per quattro persone per sabato sera.","Vorrei ___ un tavolo per quattro persone per sabato sera.","I would like to reserve a table for four people for Saturday evening.","","","prenotare","prenoto","prenotato","prenotando","A","A2","Ristorante (menu/prenotare/conti)","After 'vorrei' (I would like), use the infinitive form of the verb. 'Prenotare' means 'to reserve/book' and is commonly used in restaurant contexts.","https://www.lawlessitalian.com/grammar/conditional/"
"Devo studiare molto per l'esame di domani.","Devo ___ molto per l'esame di domani.","I have to study a lot for tomorrow's exam.","","","studiare","studio","studiato","studiando","A","A2","Verbi modali + infinito","Modal verbs like 'dovere' (must/have to) are always followed by the infinitive form of the main verb. 'Devo studiare' means 'I have to study'.","https://www.lawlessitalian.com/grammar/modal-verbs/"
"Vado a scuola in autobus ogni mattina.","Vado a scuola ___ autobus ogni mattina.","I go to school by bus every morning.","","","in","con","per","su","A","A2","Preposizioni Semplici","The preposition 'in' is used with means of transportation: in autobus, in treno, in macchina, in aereo. 'Con' would mean 'with a bus' (together with).","https://www.lawlessitalian.com/grammar/prepositions/"
"Luigi è molto simpatico, fa ridere tutti i suoi amici.","Luigi è molto ___, fa ridere tutti i suoi amici.","Luigi is very funny, he makes all his friends laugh.","","","basso","biondo","magro","simpatico","D","A2","Descrizioni fisiche e del carattere","To fit the context of 'making friends laugh' (fa ridere), the adjective 'simpatico' (nice/funny/likable) is the only logical choice regarding character. The others are physical descriptions.","https://www.lawlessitalian.com/vocabulary/personality/"
"Ho visto Marco e gli ho chiesto di venire al cinema.","Ho visto Marco e ___ ho chiesto di venire al cinema.","I saw Marco and I asked him to come to the cinema.","masculine indirect object","","lo","gli","la","le","B","A2","Pronomi indiretti","The verb 'chiedere' (to ask) takes an indirect object (chiedere a qualcuno). Since 'Marco' is masculine singular, the correct pronoun is 'gli' (to him). 'Lo' would be a direct object.","https://www.lawlessitalian.com/grammar/indirect-object-pronouns/"
"Domani è il compleanno di Anna, le telefono per fare gli auguri.","Domani è il compleanno di Anna, ___ telefono per fare gli auguri.","Tomorrow is Anna's birthday, I am calling her to wish her a happy birthday.","feminine indirect object","","la","gli","le","lo","C","A2","Pronomi indiretti","The verb 'telefonare' (to phone) is intransitive in Italian and requires the preposition 'a' (telefonare a qualcuno). For a female (Anna), the indirect object pronoun is 'le' (to her).","https://www.lawlessitalian.com/grammar/indirect-object-pronouns/"
"Prima di salire sul treno, devi convalidare il biglietto.","Prima di salire sul treno, devi ___ il biglietto.","Before getting on the train, you must validate the ticket.","","","convalidare","guidare","parcheggiare","atterrare","A","A2","Viaggi (trasporti, biglietti)","In Italy, train tickets must be validated (convalidare/timbrare) before travel. The other verbs refer to driving, parking, or landing.","https://www.lawlessitalian.com/vocabulary/train-travel/"
"Quel computer nuovo costa cinquecento euro.","Quel computer nuovo costa ___ euro.","That new computer costs five hundred euros.","","","cinquecento","cinque","quinto","cinquanta","A","A2","Numeri oltre 100","Context indicates the price of a new computer. 'Cinquecento' (500) is the only realistic price among the options. 'Cinque' (5) and 'cinquanta' (50) are too low.","https://www.lawlessitalian.com/vocabulary/numbers-100-plus/"
"Mi presti la tua bicicletta? Sì, te la presto volentieri.","Mi presti la tua bicicletta? Sì, ___ presto volentieri.","Will you lend me your bicycle? Yes, I will gladly lend it to you.","to you + it","","me la","te la","gliela","ce la","B","A2","Pronomi Combinati","The speaker is replying to 'mi presti' (do you lend me). The response is 'I lend to you' (ti) + 'the bike' (la). 'Ti' + 'la' combines to form 'te la'.","https://www.lawlessitalian.com/grammar/combined-pronouns/"
"Ieri sera Maria e Laura sono andate al cinema insieme.","Ieri sera Maria e Laura sono ___ al cinema insieme.","Last night Maria and Laura went to the cinema together.","feminine plural","","andate","andati","andata","andato","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","When using 'essere' as the auxiliary verb (common with verbs of motion like 'andare'), the past participle must agree in gender and number with the subject. 'Maria e Laura' are feminine plural, so 'andate' is correct.","https://www.lawlessitalian.com/grammar/passato-prossimo-essere/"
"Hai letto l'ultimo libro di questo scrittore?","Hai ___ l'ultimo libro di questo scrittore?","Did you read the latest book by this writer?","","","letto","legguto","legto","leggevo","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","The past participle of the verb 'leggere' (to read) is irregular: 'letto'. The auxiliary 'avere' is used because it is a transitive verb.","https://www.lawlessitalian.com/grammar/past-tense-participio-passato/"
"Paolo è uscito di casa cinque minuti fa.","Paolo ___ uscito di casa cinque minuti fa.","Paolo left the house five minutes ago.","auxiliary verb","","è","ha","sono","hanno","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","The verb 'uscire' (to go out/exit) involves motion/state change and requires the auxiliary 'essere'. Since Paolo is third person singular, 'è' is the correct form.","https://www.lawlessitalian.com/grammar/passato-prossimo-essere/"
"Ti sono piaciuti gli spaghetti che ho cucinato?","Ti sono ___ gli spaghetti che ho cucinato?","Did you like the spaghetti that I cooked?","","","piaciuti","piaciute","piaciuto","piaciuta","A","A2","Piacere (con pronomi; passato)","In the Passato Prossimo, 'piacere' agrees with the thing being liked (the grammatical subject), not the person who likes it. 'Gli spaghetti' is masculine plural, so the participle must be 'piaciuti'.","https://www.lawlessitalian.com/grammar/piacere/"
"Vorrei venire alla festa, ma devo studiare per l'esame.","Vorrei venire alla festa, ___ devo studiare per l'esame.","I would like to come to the party, but I have to study for the exam.","","","ma","perché","quando","quindi","A","A2","Congiunzioni e connettivi (base)","The conjunction 'ma' (but) is used to introduce a contrast. The speaker wants to go, *but* cannot due to studying.","https://www.lawlessitalian.com/grammar/conjunctions/"
"In questo stadio ci sono tremila persone oggi.","In questo stadio ci sono ___ persone oggi.","There are three thousand people in this stadium today.","3000","","tremila","tre mila","tremille","tre mille","A","A2","Numeri oltre 100","The plural of 'mille' (1000) is 'mila'. Numbers are written as one single word in Italian. Therefore, 3000 is 'tremila'.","https://www.lawlessitalian.com/vocabulary/numbers-101-1000-plus/"
"Luigi è molto puntuale, arriva sempre in orario.","Luigi è molto puntuale, arriva ___ in orario.","Luigi is very punctual, he always arrives on time.","","","sempre","mai","ieri","domani","A","A2","Avverbi di frequenza/tempo/luogo","The context 'molto puntuale' (very punctual) matches with the frequency adverb 'sempre' (always). 'Mai' would require a negative construction (non arriva mai).","https://www.lawlessitalian.com/grammar/adverbs-of-frequency/"
"Ieri sera Paolo è uscito con gli amici.","Ieri sera Paolo ___ uscito con gli amici.","Last night Paolo went out with friends.","Verb of movement requiring 'essere'","","è","ha","sono","era","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","The verb 'uscire' (to go out) describes movement/state and requires the auxiliary 'essere'. Since Paolo is third person singular, we use 'è'.","https://www.lawlessitalian.com/grammar/passato-prossimo-essere/"
"Hai letto il libro che ti ho prestato?","Hai ___ il libro che ti ho prestato?","Have you read the book I lent you?","Past participle of 'leggere'","","letto","legto","legguto","leggiuto","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","The verb 'leggere' (to read) has an irregular past participle: 'letto'.","https://www.lawlessitalian.com/grammar/irregular-past-participles-grouped/"
"Laura è tornata a casa molto tardi ieri.","Laura è ___ a casa molto tardi ieri.","Laura returned home very late yesterday.","","","tornata","tornato","tornati","tornate","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","When using 'essere' as the auxiliary (with verbs like 'tornare'), the past participle must agree in gender and number with the subject. Laura is feminine singular, so we use 'tornata'.","https://www.lawlessitalian.com/grammar/passato-prossimo-essere/"
"Ho aperto il frigo ma non c'è niente da mangiare.","Ho aperto il frigo ma non c'è ___ da mangiare.","I opened the fridge but there is nothing to eat.","Used with 'non' to mean 'nothing'","nulla","niente","mai","nessuno","più","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","The negative construction 'non... niente' means 'nothing'. 'Mai' means never, 'nessuno' means nobody.","https://www.lawlessitalian.com/grammar/negative-adjectives-pronouns/"
"Scusi, potrebbe dirmi che ore sono?","Scusi, ___ dirmi che ore sono?","Excuse me, could you tell me what time it is?","Polite conditional form","","potrebbe","potrei","poteva","può","A","A2","Condizionale Presente","'Potrebbe' is the conditional form of 'potere' (third person singular/Lei form), used here to make a polite request.","https://www.lawlessitalian.com/grammar/conditional/"
"I bambini si sono divertiti molto alla festa.","I bambini si sono ___ molto alla festa.","The children had a lot of fun at the party.","","","divertiti","divertite","divertito","divertita","A","A2","Verbi riflessivi (presente e passato prossimo)","Reflexive verbs in the past tense take 'essere' and require agreement. 'I bambini' is masculine plural, so the participle is 'divertiti'.","https://www.lawlessitalian.com/grammar/reflexive-verbs-passato-prossimo/"
"Ti sono piaciuti gli spaghetti alla carbonara?","Ti sono ___ gli spaghetti alla carbonara?","Did you like the spaghetti carbonara?","Agrees with 'gli spaghetti'","","piaciuti","piaciuto","piaciuta","piaciute","A","A2","Piacere (con pronomi; passato)","In the past tense, 'piacere' agrees with the thing being liked (the subject). 'Gli spaghetti' is masculine plural, so we use 'piaciuti'.","https://www.lawlessitalian.com/grammar/piacere-past-tense/"
"A Marco e Luigi è piaciuta molto la cena ieri sera.","A Marco e Luigi ___ molto la cena ieri sera.","Marco and Luigi liked the dinner very much last night.","The subject is 'la cena' (feminine singular)","","è piaciuta","sono piaciuti","hanno piaciuto","è piaciuto","A","A2","Piacere (con pronomi; passato)","In the 'passato prossimo', 'piacere' takes 'essere'. The past participle agrees with the thing liked (the grammatical subject), which is 'la cena' (feminine singular), not the people who liked it.","https://www.lawlessitalian.com/grammar/piacere-perfect-tense/"
"Non vado mai in piscina, ma vado spesso in palestra.","Non vado mai in piscina, ma vado ___ in palestra.","I never go to the pool, but I often go to the gym.","","","spesso","già","ieri","mai","A","A2","Avverbi di frequenza/tempo/luogo","The sentence presents a contrast using 'ma' (but). 'Spesso' (often) provides a logical contrast to 'mai' (never).","https://www.lawlessitalian.com/grammar/frequency-adverbs/"
